	evaluation_mode	train_size	validation_unbalance_rate	use_scale_free_distribution	validation_sample_only_edges_with_heterogeneous_node_types	negative_predictive_value	specificity	precision	accuracy	diagnostic_odds_ratio	recall	miss_rate	threat_score	positive_likelyhood_ratio	informedness	prevalence_threshold	fall_out	matthews_correlation_coefficient	false_omission_rate	f1_score	markedness	prevalence	fowlkes_mallows_index	negative_likelyhood_ratio	false_discovery_rate	balanced_accuracy	auroc	auprc	time_required_for_training	time_required_for_evaluation	task_name	model_name	library_name	graph_name	nodes_number	edges_number	evaluation_schema	holdout_number	holdouts_kwargs	use_subgraph_as_support	number_of_threads	python_version	platform	number_of_holdouts	number_of_slurm_nodes	time_required_to_compute_constant_node_features	time_required_to_compute_constant_node_type_features	time_required_to_compute_constant_edge_features	time_required_for_setting_up_holdout	time_required_to_compute_node_features	time_required_to_compute_node_type_features	time_required_to_compute_edge_features	features_names	('model_parameters', 'random_state')	('model_parameters', 'edge_features')	('model_parameters', 'edge_embeddings')	('model_parameters', 'cooccurrence_iterations')	('model_parameters', 'cooccurrence_window_size')	('model_parameters', 'number_of_epochs')	('model_parameters', 'number_of_edges_per_mini_batch')	('model_parameters', 'sample_only_edges_with_heterogeneous_node_types')	('model_parameters', 'learning_rate')	('model_parameters', 'first_order_decay_factor')	('model_parameters', 'second_order_decay_factor')	('model_parameters', 'avoid_false_negatives')	('model_parameters', 'use_scale_free_distribution')
0	train	0.750000494163924	1.0	True	False	0.5059373394966615	0.38945645469928675	0.5037480424271119	0.5045906379187878	1.0395032188957625	0.619715414478071	0.380284585521929	0.38479841850661467	1.015022465224557	0.009171869177357683	0.4981361654486857	0.6105435453007133	0.00942512896132433	0.49406266050333847	0.5557464730810229	0.00968538192377344	0.5000204262631667	0.5587310863959822	0.9764495643436192	0.4962519575728881	0.5045859345886788	0.5242207220426861	0.5453911639453008	357.3309700489044	0.06015515327453613	Edge Prediction	Perceptron	Ensmallen	HomoSapiens	16812	505905	Connected Monte Carlo	9	"{""train_size"": 0.75, ""edge_types"": [""PPI""]}"	True	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		1.3589859008789062e-05	9.5367431640625e-06	5.0067901611328125e-06	0.2932605743408203	1.1444091796875e-05	2.1457672119140625e-06	1.6689300537109375e-06		420	['PreferentialAttachment']		100	10	1000	16	False	0.001	0.9	0.999	False	False
1	test	0.750000494163924	1.0	True	False	0.5210204210393489	0.3917859995097535	0.5126928315752796	0.5158237231312983	1.1444377973327862	0.6398526202599703	0.36014737974002975	0.3978760539836279	1.0520188942448243	0.03163861976972382	0.4936614552777461	0.6082140004902465	0.03265946693800853	0.47897957896065113	0.569257986571516	0.03371325261462843	0.5000177905694169	0.5727546173292244	0.9192451496242501	0.48730716842472044	0.5158193098848619	0.543376432589983	0.5548707381974338	357.3309700489044	0.06015515327453613	Edge Prediction	Perceptron	Ensmallen	HomoSapiens	16812	505905	Connected Monte Carlo	9	"{""train_size"": 0.75, ""edge_types"": [""PPI""]}"	True	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		1.3589859008789062e-05	9.5367431640625e-06	5.0067901611328125e-06	0.2932605743408203	1.1444091796875e-05	2.1457672119140625e-06	1.6689300537109375e-06		420	['PreferentialAttachment']		100	10	1000	16	False	0.001	0.9	0.999	False	False
0	train	0.7499985175082279	1.0	False	False	0.7144808682081804	0.842240788572031	0.8078932672619086	0.7528358775406933	10.523659623030536	0.6634328515554994	0.33656714844450064	0.5730334520869139	4.205350962079415	0.5056736401275304	0.3277941327308496	0.157759211427969	0.5139560590085805	0.28551913179181965	0.7285712218347057	0.522374135470089	0.5000052711478452	0.7321085534618874	0.3996091771037712	0.19210673273809142	0.7528368200637652	0.8413364914036181	0.8441704081230146	356.6915318965912	0.06315422058105469	Edge Prediction	Perceptron	Ensmallen	HomoSapiens	16812	505905	Connected Monte Carlo	0	"{""train_size"": 0.75, ""edge_types"": [""PPI""]}"	True	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		4.76837158203125e-06	1.6689300537109375e-06	1.430511474609375e-06	0.2709071636199951	1.0967254638671875e-05	1.9073486328125e-06	3.337860107421875e-06		42	['Degree']		100	10	1000	16	False	0.001	0.9	0.999	False	False
1	test	0.7499985175082279	1.0	False	False	0.7286053367808308	0.8421914039027167	0.8130479580367179	0.7642447411179152	11.675540510077115	0.686298694624319	0.31370130537568097	0.5927572454860827	4.348930993602154	0.5284900985270358	0.3241061321119701	0.15780859609728326	0.5350312169823551	0.27139466321916916	0.7443158675510317	0.5416532948175488	0.500001976651789	0.7469897939514084	0.3724821981345196	0.18695204196328208	0.7642450492635179	0.8561494866770937	0.8556903247072196	356.6915318965912	0.06315422058105469	Edge Prediction	Perceptron	Ensmallen	HomoSapiens	16812	505905	Connected Monte Carlo	0	"{""train_size"": 0.75, ""edge_types"": [""PPI""]}"	True	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		4.76837158203125e-06	1.6689300537109375e-06	1.430511474609375e-06	0.2709071636199951	1.0967254638671875e-05	1.9073486328125e-06	3.337860107421875e-06		42	['Degree']		100	10	1000	16	False	0.001	0.9	0.999	False	False
0	train	0.7499985175082279	1.0	False	False	0.8823875427641021	0.9884033524853724	0.9868201125083124	0.9283308383233533	561.7360990168132	0.8682595907523957	0.13174040924760433	0.8583063247079421	74.87160316438016	0.8566629432377679	0.10359647739947019	0.011596647514627634	0.8629125032414734	0.11761245723589785	0.9237511741696692	0.8692076552724144	0.5000052711478452	0.9256435745105673	0.13328608094695227	0.013179887491687636	0.928331471618884	0.98107666975732	0.9858988515005962	384.40365719795227	0.11397004127502441	Edge Prediction	Perceptron	Ensmallen	HomoSapiens	16812	505905	Connected Monte Carlo	0	"{""train_size"": 0.75, ""edge_types"": [""PPI""]}"	True	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		4.76837158203125e-06	1.6689300537109375e-06	1.430511474609375e-06	0.2709071636199951	1.0967254638671875e-05	1.9073486328125e-06	3.337860107421875e-06		42	['AdamicAdar']		100	10	1000	16	False	0.001	0.9	0.999	False	False
1	test	0.7499985175082279	1.0	False	False	0.9019933315050302	0.9881874822100636	0.9869395319561853	0.940407901863192	695.4717669894119	0.8926286992891989	0.10737130071080114	0.8822076876792398	75.56633692858156	0.8808161814992626	0.10316840465185644	0.011812517789936416	0.8848652159527536	0.09800666849496976	0.9374180048823422	0.8889328634612155	0.500001976651789	0.9386003146638832	0.10865478731896822	0.013060468043814666	0.9404080907496313	0.9816652870743215	0.9853147851056291	384.40365719795227	0.11397004127502441	Edge Prediction	Perceptron	Ensmallen	HomoSapiens	16812	505905	Connected Monte Carlo	0	"{""train_size"": 0.75, ""edge_types"": [""PPI""]}"	True	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		4.76837158203125e-06	1.6689300537109375e-06	1.430511474609375e-06	0.2709071636199951	1.0967254638671875e-05	1.9073486328125e-06	3.337860107421875e-06		42	['AdamicAdar']		100	10	1000	16	False	0.001	0.9	0.999	False	False
0	train	0.7499985175082279	1.0	False	False	0.8804235646727836	0.9847925781455906	0.9827477948871282	0.9255213165218859	419.41457699231944	0.8662513045953383	0.13374869540466172	0.853275458335713	56.96240381101611	0.851043882740929	0.11699540602717316	0.015207421854409375	0.8570861714615594	0.11957643532721643	0.920829609541126	0.8631713595599118	0.5000052711478452	0.9226627549701824	0.13581407737304094	0.017252205112871843	0.9255219413704645	0.9802293069913688	0.9847302649915642	359.6120913028717	0.07615852355957031	Edge Prediction	Perceptron	Ensmallen	HomoSapiens	16812	505905	Connected Monte Carlo	0	"{""train_size"": 0.75, ""edge_types"": [""PPI""]}"	True	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		4.76837158203125e-06	1.6689300537109375e-06	1.430511474609375e-06	0.2709071636199951	1.0967254638671875e-05	1.9073486328125e-06	3.337860107421875e-06		42	['JaccardCoefficient']		100	10	1000	16	False	0.001	0.9	0.999	False	False
1	test	0.7499985175082279	1.0	False	False	0.8980439075721102	0.9851671463360637	0.9835736863764918	0.9366601700711199	527.413424184041	0.8881535773302656	0.11184642266973444	0.8751723761813125	59.877458340310454	0.8733207236663292	0.11444197506684618	0.014832853663936274	0.8774593524170571	0.10195609242788982	0.9334313872131093	0.881617593948602	0.500001976651789	0.9346467183504139	0.11353040251667201	0.016426313623508215	0.9366603618331646	0.9808908116589223	0.9836432978176168	359.6120913028717	0.07615852355957031	Edge Prediction	Perceptron	Ensmallen	HomoSapiens	16812	505905	Connected Monte Carlo	0	"{""train_size"": 0.75, ""edge_types"": [""PPI""]}"	True	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		4.76837158203125e-06	1.6689300537109375e-06	1.430511474609375e-06	0.2709071636199951	1.0967254638671875e-05	1.9073486328125e-06	3.337860107421875e-06		42	['JaccardCoefficient']		100	10	1000	16	False	0.001	0.9	0.999	False	False
0	train	0.7499985175082279	1.0	False	False	0.8786192005159771	0.990944072531759	0.9896168885719293	0.9270235936577549	689.906568036013	0.8631044625067207	0.13689553749327932	0.8553585607421956	95.3082349139404	0.8540485350384797	0.09291440630938637	0.00905592746824102	0.8611130935905373	0.12138079948402294	0.9220412472724713	0.8682360890879064	0.5000052711478452	0.9241984379441724	0.138146582928263	0.01038311142807069	0.9270242675192398	0.981413807149398	0.9865145414691273	374.29595923423767	0.1067502498626709	Edge Prediction	Perceptron	Ensmallen	HomoSapiens	16812	505905	Connected Monte Carlo	0	"{""train_size"": 0.75, ""edge_types"": [""PPI""]}"	True	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		4.76837158203125e-06	1.6689300537109375e-06	1.430511474609375e-06	0.2709071636199951	1.0967254638671875e-05	1.9073486328125e-06	3.337860107421875e-06		42	['ResourceAllocationIndex']		100	10	1000	16	False	0.001	0.9	0.999	False	False
1	test	0.7499985175082279	1.0	False	False	0.8966815014095391	0.9908757392706917	0.9898048431412392	0.9383521840025617	842.5890023620166	0.885829044015908	0.11417095598409199	0.8778196519654315	97.08502094536968	0.8767047832865997	0.09213895208468564	0.009124260729308276	0.8815819976530374	0.10331849859046092	0.9349349934075472	0.8864863445507782	0.500001976651789	0.9363748597448138	0.11522227405438804	0.010195156858760823	0.9383523916432999	0.9820059024215713	0.9859405306579098	374.29595923423767	0.1067502498626709	Edge Prediction	Perceptron	Ensmallen	HomoSapiens	16812	505905	Connected Monte Carlo	0	"{""train_size"": 0.75, ""edge_types"": [""PPI""]}"	True	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		4.76837158203125e-06	1.6689300537109375e-06	1.430511474609375e-06	0.2709071636199951	1.0967254638671875e-05	1.9073486328125e-06	3.337860107421875e-06		42	['ResourceAllocationIndex']		100	10	1000	16	False	0.001	0.9	0.999	False	False
0	train	0.7499985175082279	1.0	False	False	0.7081635250878423	0.9237388645827842	0.890367412201101	0.7715339567344185	19.70713873962904	0.6193322580305091	0.38066774196949094	0.5754488041277002	8.121204262724575	0.5430711226132932	0.2597555975590938	0.0762611354172158	0.5701270630590106	0.2918364749121577	0.7305204746990386	0.5985309372889434	0.5000052711478452	0.7425855236101017	0.41209453944694996	0.10963258779889895	0.7715355613066466	0.8806794546179897	0.8865507917490957	357.8187756538391	0.05916237831115723	Edge Prediction	Perceptron	Ensmallen	HomoSapiens	16812	505905	Connected Monte Carlo	0	"{""train_size"": 0.75, ""edge_types"": [""PPI""]}"	True	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		4.76837158203125e-06	1.6689300537109375e-06	1.430511474609375e-06	0.2709071636199951	1.0967254638671875e-05	1.9073486328125e-06	3.337860107421875e-06		42	['PreferentialAttachment']		100	10	1000	16	False	0.001	0.9	0.999	False	False
1	test	0.7499985175082279	1.0	False	False	0.7215053032783341	0.9234795534330624	0.8937324314827828	0.7835131427577455	21.788602315133794	0.643547838737478	0.356452161262522	0.5978039734126547	8.410142224856509	0.5670273921705404	0.25640864422951126	0.07652044656693757	0.5906408793052735	0.27849469672166594	0.7482819962399275	0.6152377347611169	0.500001976651789	0.7583927575407983	0.3859881466107188	0.10626756851721719	0.7835136960852702	0.8954960790904026	0.8983235504672562	357.8187756538391	0.05916237831115723	Edge Prediction	Perceptron	Ensmallen	HomoSapiens	16812	505905	Connected Monte Carlo	0	"{""train_size"": 0.75, ""edge_types"": [""PPI""]}"	True	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		4.76837158203125e-06	1.6689300537109375e-06	1.430511474609375e-06	0.2709071636199951	1.0967254638671875e-05	1.9073486328125e-06	3.337860107421875e-06		42	['PreferentialAttachment']		100	10	1000	16	False	0.001	0.9	0.999	False	False
0	train	0.750000494163924	1.0	False	False	0.7126330216957689	0.842767494511345	0.8076467951880262	0.751465379100953	10.412406841855892	0.6601656699935956	0.3398343300064044	0.570471388292954	4.198658972849794	0.5029331645049406	0.32796961440794087	0.15723250548865497	0.5115329654415423	0.2873669783042311	0.7264970155400742	0.5202798168837952	0.5000065889348064	0.730192226515377	0.4032361620727289	0.19235320481197382	0.7514665822524703	0.8401565101670938	0.8422327791296785	356.5128610134125	0.06099247932434082	Edge Prediction	Perceptron	Ensmallen	HomoSapiens	16812	505905	Connected Monte Carlo	1	"{""train_size"": 0.75, ""edge_types"": [""PPI""]}"	True	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		4.76837158203125e-06	1.6689300537109375e-06	1.430511474609375e-06	0.27130126953125	1.1444091796875e-05	1.6689300537109375e-06	1.430511474609375e-06		84	['Degree']		100	10	1000	16	False	0.001	0.9	0.999	False	False
1	test	0.750000494163924	1.0	False	False	0.7272770495143652	0.846639203624489	0.8165325059828413	0.7645810024945741	11.86841013546981	0.6825247477782346	0.3174752522217654	0.5917722386750027	4.45045124900787	0.5291639514027235	0.3215838116400274	0.15336079637551103	0.5364367746505272	0.2727229504856347	0.7435388358922458	0.5438095554972064	0.5000059300491403	0.7465277239986929	0.3749829335360847	0.18346749401715867	0.7645819757013618	0.8576638210486237	0.8577596546960872	356.5128610134125	0.06099247932434082	Edge Prediction	Perceptron	Ensmallen	HomoSapiens	16812	505905	Connected Monte Carlo	1	"{""train_size"": 0.75, ""edge_types"": [""PPI""]}"	True	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		4.76837158203125e-06	1.6689300537109375e-06	1.430511474609375e-06	0.27130126953125	1.1444091796875e-05	1.6689300537109375e-06	1.430511474609375e-06		84	['Degree']		100	10	1000	16	False	0.001	0.9	0.999	False	False
0	train	0.750000494163924	1.0	False	False	0.8820858049775641	0.9880237942749309	0.9863895453497115	0.9279750358438054	542.1513836075871	0.8679278600212424	0.13207213997875755	0.8576566581504429	72.47102128551957	0.8559516542961734	0.10511940628585319	0.011976205725069078	0.8621907635947396	0.11791419502243598	0.9233747844495226	0.8684753503272755	0.5000065889348064	0.9252648092533842	0.13367303575485218	0.01361045465028854	0.9279758271480867	0.9803723062763334	0.9825147109576906	383.8967046737671	0.11384844779968262	Edge Prediction	Perceptron	Ensmallen	HomoSapiens	16812	505905	Connected Monte Carlo	1	"{""train_size"": 0.75, ""edge_types"": [""PPI""]}"	True	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		4.76837158203125e-06	1.6689300537109375e-06	1.430511474609375e-06	0.27130126953125	1.1444091796875e-05	1.6689300537109375e-06	1.430511474609375e-06		84	['AdamicAdar']		100	10	1000	16	False	0.001	0.9	0.999	False	False
1	test	0.750000494163924	1.0	False	False	0.9022908035856056	0.9884797545721221	0.9872634293456882	0.9407192754270624	715.7998948129735	0.8929599291565198	0.10704007084348022	0.882790210500809	77.51223137969289	0.881439683728642	0.10199811139186789	0.011520245427877884	0.8854876632310776	0.09770919641439439	0.9377467607142412	0.8895542329312938	0.5000059300491403	0.9389284754055277	0.10828757022931043	0.012736570654311774	0.940719841864321	0.981873039457597	0.9846983521116265	383.8967046737671	0.11384844779968262	Edge Prediction	Perceptron	Ensmallen	HomoSapiens	16812	505905	Connected Monte Carlo	1	"{""train_size"": 0.75, ""edge_types"": [""PPI""]}"	True	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		4.76837158203125e-06	1.6689300537109375e-06	1.430511474609375e-06	0.27130126953125	1.1444091796875e-05	1.6689300537109375e-06	1.430511474609375e-06		84	['AdamicAdar']		100	10	1000	16	False	0.001	0.9	0.999	False	False
0	train	0.750000494163924	1.0	False	False	0.8800831400938861	0.9842891368118096	0.9821795852964389	0.9250877646116218	404.4981597259123	0.8658879526868004	0.1341120473131996	0.8524948753211034	55.11396428795051	0.85017708949861	0.11871017151081205	0.01571086318819037	0.8561985834229613	0.1199168599061139	0.9203748811162952	0.862262725390325	0.5000065889348064	0.9222025104515299	0.13625269475958976	0.017820414703561105	0.925088544749305	0.9795881005718448	0.9820377027794308	360.13175988197327	0.07519125938415527	Edge Prediction	Perceptron	Ensmallen	HomoSapiens	16812	505905	Connected Monte Carlo	1	"{""train_size"": 0.75, ""edge_types"": [""PPI""]}"	True	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		4.76837158203125e-06	1.6689300537109375e-06	1.430511474609375e-06	0.27130126953125	1.1444091796875e-05	1.6689300537109375e-06	1.430511474609375e-06		84	['JaccardCoefficient']		100	10	1000	16	False	0.001	0.9	0.999	False	False
1	test	0.750000494163924	1.0	False	False	0.8994930602695013	0.9848742419330608	0.9832883437726586	0.9374142613728459	526.5785509286085	0.8899554065593472	0.11004459344065276	0.8766950439679412	58.837077958066125	0.8748296484924081	0.11533316222533173	0.015125758066939166	0.8787965324202396	0.1005069397304987	0.9342967540579463	0.8827814040421598	0.5000059300491403	0.9354585922141416	0.11173466495038276	0.016711656227341387	0.937414824246204	0.9809220621504143	0.9838849056570563	360.13175988197327	0.07519125938415527	Edge Prediction	Perceptron	Ensmallen	HomoSapiens	16812	505905	Connected Monte Carlo	1	"{""train_size"": 0.75, ""edge_types"": [""PPI""]}"	True	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		4.76837158203125e-06	1.6689300537109375e-06	1.430511474609375e-06	0.27130126953125	1.1444091796875e-05	1.6689300537109375e-06	1.430511474609375e-06		84	['JaccardCoefficient']		100	10	1000	16	False	0.001	0.9	0.999	False	False
0	train	0.750000494163924	1.0	False	False	0.8789866429624085	0.9903510367166641	0.9889515267475057	0.9270038268533356	650.1621806210559	0.8636582865305499	0.13634171346945012	0.8554047351797228	89.50788402543942	0.8540093232472139	0.09559442903749099	0.009648963283335865	0.8609455783813454	0.12101335703759153	0.9220680738392796	0.8679381697099142	0.5000065889348064	0.9241840623233675	0.1376700870849464	0.01104847325249425	0.927004661623607	0.9807636063991003	0.9845690666930875	374.2238280773163	0.10741519927978516	Edge Prediction	Perceptron	Ensmallen	HomoSapiens	16812	505905	Connected Monte Carlo	1	"{""train_size"": 0.75, ""edge_types"": [""PPI""]}"	True	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		4.76837158203125e-06	1.6689300537109375e-06	1.430511474609375e-06	0.27130126953125	1.1444091796875e-05	1.6689300537109375e-06	1.430511474609375e-06		84	['ResourceAllocationIndex']		100	10	1000	16	False	0.001	0.9	0.999	False	False
1	test	0.750000494163924	1.0	False	False	0.8966321391782076	0.9910573798360124	0.9900050372491317	0.938402602896236	859.1816588804302	0.8857490749233056	0.11425092507669443	0.8778985478853041	99.04804841094136	0.876806454759318	0.0913051177127921	0.008942620163987614	0.8817081145827497	0.10336786082179238	0.9349797398521906	0.8866371764273393	0.5000059300491403	0.9364272774288621	0.11528184684483074	0.009994962750868308	0.938403227379659	0.9821924258760392	0.9864520854911368	374.2238280773163	0.10741519927978516	Edge Prediction	Perceptron	Ensmallen	HomoSapiens	16812	505905	Connected Monte Carlo	1	"{""train_size"": 0.75, ""edge_types"": [""PPI""]}"	True	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		4.76837158203125e-06	1.6689300537109375e-06	1.430511474609375e-06	0.27130126953125	1.1444091796875e-05	1.6689300537109375e-06	1.430511474609375e-06		84	['ResourceAllocationIndex']		100	10	1000	16	False	0.001	0.9	0.999	False	False
0	train	0.750000494163924	1.0	False	False	0.7066372083169395	0.9230428629035446	0.8890754578643255	0.7699223032807624	19.306451094598916	0.6168057792103397	0.38319422078966026	0.5727311882690369	8.014926262618856	0.5398486421138844	0.2610240566972859	0.07695713709645535	0.5670931792289496	0.29336279168306045	0.7283268654440437	0.5957126661812651	0.5000065889348064	0.7405314851947855	0.4151423906624182	0.11092454213567449	0.7699243210569422	0.8799796091453196	0.8854641852066898	357.0109124183655	0.060482025146484375	Edge Prediction	Perceptron	Ensmallen	HomoSapiens	16812	505905	Connected Monte Carlo	1	"{""train_size"": 0.75, ""edge_types"": [""PPI""]}"	True	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		4.76837158203125e-06	1.6689300537109375e-06	1.430511474609375e-06	0.27130126953125	1.1444091796875e-05	1.6689300537109375e-06	1.430511474609375e-06		84	['PreferentialAttachment']		100	10	1000	16	False	0.001	0.9	0.999	False	False
1	test	0.750000494163924	1.0	False	False	0.7199431968377115	0.9259762953357633	0.8963026959969872	0.782889040873852	22.21975890977754	0.6398051804294886	0.36019481957051136	0.5957095952531692	8.643247231837071	0.565781475765252	0.2538109714313208	0.07402370466423669	0.590474817991666	0.2800568031622886	0.7466391090524918	0.6162458928346988	0.5000059300491403	0.7572708287870261	0.38898924452477807	0.1036973040030128	0.782890737882626	0.8961902067138909	0.8988995630167185	357.0109124183655	0.060482025146484375	Edge Prediction	Perceptron	Ensmallen	HomoSapiens	16812	505905	Connected Monte Carlo	1	"{""train_size"": 0.75, ""edge_types"": [""PPI""]}"	True	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		4.76837158203125e-06	1.6689300537109375e-06	1.430511474609375e-06	0.27130126953125	1.1444091796875e-05	1.6689300537109375e-06	1.430511474609375e-06		84	['PreferentialAttachment']		100	10	1000	16	False	0.001	0.9	0.999	False	False
0	train	0.750000494163924	1.0	False	False	0.7138278265381897	0.8411219140642502	0.8066446845089938	0.7519608566624322	10.40620153047832	0.6628012091853812	0.3371987908146188	0.571934748050424	4.171759782235906	0.5039231232496313	0.3286783036311097	0.1588780859357498	0.5121309728306568	0.2861721734618103	0.7276825564925774	0.5204725110471835	0.5000039533400452	0.731194278065359	0.4008916961695774	0.19335531549100615	0.7519615616248156	0.8408521305498766	0.8432132737431953	356.19166564941406	0.061105966567993164	Edge Prediction	Perceptron	Ensmallen	HomoSapiens	16812	505905	Connected Monte Carlo	2	"{""train_size"": 0.75, ""edge_types"": [""PPI""]}"	True	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		4.76837158203125e-06	1.6689300537109375e-06	1.430511474609375e-06	0.2712521553039551	1.1920928955078125e-05	2.1457672119140625e-06	1.6689300537109375e-06		126	['Degree']		100	10	1000	16	False	0.001	0.9	0.999	False	False
1	test	0.750000494163924	1.0	False	False	0.7296848860488714	0.841471899807078	0.8127917833800187	0.7648723868560043	11.719778952658935	0.6882728739049305	0.3117271260950695	0.5940925160039856	4.341645885286783	0.5297447737120087	0.3242897932531649	0.15852810019292196	0.5360729246013564	0.27031511395112856	0.7453676747611055	0.5424766694288901	0.5	0.7479455438955962	0.3704545881645463	0.18720821661998133	0.7648723868560043	0.8551144065447447	0.8549693723401913	356.19166564941406	0.061105966567993164	Edge Prediction	Perceptron	Ensmallen	HomoSapiens	16812	505905	Connected Monte Carlo	2	"{""train_size"": 0.75, ""edge_types"": [""PPI""]}"	True	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		4.76837158203125e-06	1.6689300537109375e-06	1.430511474609375e-06	0.2712521553039551	1.1920928955078125e-05	2.1457672119140625e-06	1.6689300537109375e-06		126	['Degree']		100	10	1000	16	False	0.001	0.9	0.999	False	False
0	train	0.750000494163924	1.0	False	False	0.8820092303783891	0.9882321314206044	0.986621081460085	0.928016266676506	551.2574574441276	0.8678013541400368	0.13219864585996322	0.857708117344892	73.74329074846	0.8560334855606411	0.10430365885266077	0.011767868579395602	0.8623088968036429	0.11799076962161094	0.9234046073618514	0.8686303118384742	0.5000039533400452	0.9253059550841383	0.13377286738281308	0.013378918539915019	0.9280167427803205	0.9807390031967964	0.9832358394593566	379.1653573513031	0.11930584907531738	Edge Prediction	Perceptron	Ensmallen	HomoSapiens	16812	505905	Connected Monte Carlo	2	"{""train_size"": 0.75, ""edge_types"": [""PPI""]}"	True	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		4.76837158203125e-06	1.6689300537109375e-06	1.430511474609375e-06	0.2712521553039551	1.1920928955078125e-05	2.1457672119140625e-06	1.6689300537109375e-06		126	['AdamicAdar']		100	10	1000	16	False	0.001	0.9	0.999	False	False
1	test	0.750000494163924	1.0	False	False	0.9039887811013605	0.9887725734526709	0.9876105885842916	0.9418783010215377	750.5439355603597	0.8949840285904045	0.10501597140959551	0.8850472258710202	79.71408450704244	0.8837566020430754	0.10072243730448893	0.011227426547329111	0.887669324319107	0.09601121889863956	0.9390186237504666	0.8915993696856521	0.5	0.9401572758053356	0.10620841862845447	0.012389411415708373	0.9418783010215377	0.9818483851864696	0.9869000568737368	379.1653573513031	0.11930584907531738	Edge Prediction	Perceptron	Ensmallen	HomoSapiens	16812	505905	Connected Monte Carlo	2	"{""train_size"": 0.75, ""edge_types"": [""PPI""]}"	True	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		4.76837158203125e-06	1.6689300537109375e-06	1.430511474609375e-06	0.2712521553039551	1.1920928955078125e-05	2.1457672119140625e-06	1.6689300537109375e-06		126	['AdamicAdar']		100	10	1000	16	False	0.001	0.9	0.999	False	False
