	evaluation_mode	train_size	validation_unbalance_rate	use_scale_free_distribution	validation_sample_only_edges_with_heterogeneous_node_types	informedness	positive_likelyhood_ratio	fall_out	diagnostic_odds_ratio	accuracy	recall	specificity	prevalence	threat_score	false_omission_rate	f1_score	markedness	matthews_correlation_coefficient	precision	negative_likelyhood_ratio	balanced_accuracy	false_discovery_rate	miss_rate	fowlkes_mallows_index	prevalence_threshold	negative_predictive_value	auroc	auprc	time_required_for_training	time_required_for_evaluation	task_name	model_name	library_name	graph_name	nodes_number	edges_number	evaluation_schema	holdout_number	holdouts_kwargs	use_subgraph_as_support	number_of_threads	python_version	platform	number_of_holdouts	number_of_slurm_nodes	time_required_to_compute_constant_node_features	time_required_to_compute_constant_node_type_features	time_required_to_compute_constant_edge_features	time_required_for_setting_up_holdout	time_required_to_compute_node_features	time_required_to_compute_node_type_features	time_required_to_compute_edge_features	features_names	('model_parameters', 'random_state')	('model_parameters', 'edge_features')	('model_parameters', 'edge_embeddings')	('model_parameters', 'cooccurrence_iterations')	('model_parameters', 'cooccurrence_window_size')	('model_parameters', 'number_of_epochs')	('model_parameters', 'number_of_edges_per_mini_batch')	('model_parameters', 'sample_only_edges_with_heterogeneous_node_types')	('model_parameters', 'learning_rate')	('model_parameters', 'first_order_decay_factor')	('model_parameters', 'second_order_decay_factor')	('model_parameters', 'avoid_false_negatives')	('model_parameters', 'use_scale_free_distribution')	('features_parameters', 'random_state')	('features_parameters', 'embedding_size')	('features_parameters', 'epochs')	('features_parameters', 'learning_rate')	('features_parameters', 'learning_rate_decay')	('features_parameters', 'avoid_false_negatives')	('features_parameters', 'use_scale_free_distribution')	('features_parameters', 'node_embedding_path')	('features_parameters', 'dtype')	('features_parameters', 'verbose')	('features_parameters', 'contextual_node_embedding_path')	('features_parameters', 'clipping_value')	('features_parameters', 'number_of_negative_samples')	('features_parameters', 'walk_length')	('features_parameters', 'iterations')	('features_parameters', 'window_size')	('features_parameters', 'max_neighbours')	('features_parameters', 'central_nodes_embedding_path')	('features_parameters', 'contextual_nodes_embedding_path')	('features_parameters', 'normalize_by_degree')	('features_parameters', 'stochastic_downsample_by_degree')	('features_parameters', 'normalize_learning_rate_by_degree')	('features_parameters', 'return_weight')	('features_parameters', 'explore_weight')
0	train	0.001620319119467757	1.0	True	False	-0.01930147058823528	0.0	0.01930147058823528	0.0	0.49034926470588236	0.0	0.9806985294117647	0.5	0.0	0.5048723897911833	0.0	-0.5048723897911833	-0.09871565013900573	0.0	1.0196813495782568	0.49034926470588236	1.0	1.0	0.0	1.0	0.4951276102088167	0.47466569348327564	0.4622965470328377	0.0013325214385986328	0.00875091552734375	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	7	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	False	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		1.8358230590820312e-05	9.5367431640625e-07	9.5367431640625e-07	1.548609733581543	0.5379295349121094	3.337860107421875e-06	7.867813110351562e-06	Walklets SkipGram	336	['Degree']		100	10	1	4096	False	0.01	0.9	0.999	False	True	42	100	30	0.01	0.9		False		f32			6.0	10	128	10	4	100	None	None	False	False	False	1.0	1.0
1	test	0.001620319119467757	1.0	True	False	-0.032169117647058876	0.0	0.032169117647058876	0.0	0.48391544117647056	0.0	0.9678308823529411	0.5	0.0	0.5081737505838393	0.0	-0.5081737505838393	-0.12785734694447043	0.0	1.0332383665717	0.48391544117647056	1.0	1.0	0.0	1.0	0.4918262494161607	0.474484347967128	0.46205171303114356	0.0013325214385986328	0.00875091552734375	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	7	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	False	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		1.8358230590820312e-05	9.5367431640625e-07	9.5367431640625e-07	1.548609733581543	0.5379295349121094	3.337860107421875e-06	7.867813110351562e-06	Walklets SkipGram	336	['Degree']		100	10	1	4096	False	0.01	0.9	0.999	False	True	42	100	30	0.01	0.9		False		f32			6.0	10	128	10	4	100	None	None	False	False	False	1.0	1.0
0	train	0.001620319119467757	1.0	True	False	-0.01930147058823528	0.0	0.01930147058823528	0.0	0.49034926470588236	0.0	0.9806985294117647	0.5	0.0	0.5048723897911833	0.0	-0.5048723897911833	-0.09871565013900573	0.0	1.0196813495782568	0.49034926470588236	1.0	1.0	0.0	1.0	0.4951276102088167	0.47466569348327564	0.4622965470328377	0.0007927417755126953	0.006954669952392578	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	7	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	False	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		1.8358230590820312e-05	9.5367431640625e-07	9.5367431640625e-07	1.548609733581543	0.5379295349121094	3.337860107421875e-06	7.867813110351562e-06	Walklets SkipGram	336	['Degree']		100	10	1	4096	False	0.01	0.9	0.999	False	True	42	100	30	0.01	0.9		False		f32			6.0	10	128	10	4	100	None	None	False	False	False	1.0	1.0
1	test	0.001620319119467757	1.0	True	False	-0.032169117647058876	0.0	0.032169117647058876	0.0	0.48391544117647056	0.0	0.9678308823529411	0.5	0.0	0.5081737505838393	0.0	-0.5081737505838393	-0.12785734694447043	0.0	1.0332383665717	0.48391544117647056	1.0	1.0	0.0	1.0	0.4918262494161607	0.474484347967128	0.46205171303114356	0.0007927417755126953	0.006954669952392578	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	7	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	False	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		1.8358230590820312e-05	9.5367431640625e-07	9.5367431640625e-07	1.548609733581543	0.5379295349121094	3.337860107421875e-06	7.867813110351562e-06	Walklets SkipGram	336	['Degree']		100	10	1	4096	False	0.01	0.9	0.999	False	True	42	100	30	0.01	0.9		False		f32			6.0	10	128	10	4	100	None	None	False	False	False	1.0	1.0
0	train	0.001620319119467757	1.0	True	False	-0.023284313725490224	0.0	0.023284313725490224	0.0	0.4883578431372549	0.0	0.9767156862745098	0.5	0.0	0.5058896466212027	0.0	-0.5058896466212027	-0.10853245248498473	0.0	1.0238393977415308	0.4883578431372549	1.0	1.0	0.0	1.0	0.4941103533787973	0.4804882737408689	0.4627606981782579	0.0013279914855957031	0.010033369064331055	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	8	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	False	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		1.8358230590820312e-05	9.5367431640625e-07	9.5367431640625e-07	1.5335865020751953	0.537327766418457	7.152557373046875e-06	1.1682510375976562e-05	Walklets SkipGram	378	['Degree']		100	10	1	4096	False	0.01	0.9	0.999	False	True	42	100	30	0.01	0.9		False		f32			6.0	10	128	10	4	100	None	None	False	False	False	1.0	1.0
1	test	0.001620319119467757	1.0	True	False	-0.022058823529411797	0.0	0.022058823529411797	0.0	0.4889705882352941	0.0	0.9779411764705882	0.5	0.0	0.5055762081784386	0.0	-0.5055762081784386	-0.1056050015713145	0.0	1.0225563909774436	0.4889705882352941	1.0	1.0	0.0	1.0	0.4944237918215614	0.4726393544550173	0.4599178669528579	0.0013279914855957031	0.010033369064331055	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	8	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	False	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		1.8358230590820312e-05	9.5367431640625e-07	9.5367431640625e-07	1.5335865020751953	0.537327766418457	7.152557373046875e-06	1.1682510375976562e-05	Walklets SkipGram	378	['Degree']		100	10	1	4096	False	0.01	0.9	0.999	False	True	42	100	30	0.01	0.9		False		f32			6.0	10	128	10	4	100	None	None	False	False	False	1.0	1.0
0	train	0.001620319119467757	1.0	True	False	-0.023284313725490224	0.0	0.023284313725490224	0.0	0.4883578431372549	0.0	0.9767156862745098	0.5	0.0	0.5058896466212027	0.0	-0.5058896466212027	-0.10853245248498473	0.0	1.0238393977415308	0.4883578431372549	1.0	1.0	0.0	1.0	0.4941103533787973	0.4804882737408689	0.4627606981782579	0.0008018016815185547	0.0069484710693359375	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	8	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	False	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		1.8358230590820312e-05	9.5367431640625e-07	9.5367431640625e-07	1.5335865020751953	0.537327766418457	7.152557373046875e-06	1.1682510375976562e-05	Walklets SkipGram	378	['Degree']		100	10	1	4096	False	0.01	0.9	0.999	False	True	42	100	30	0.01	0.9		False		f32			6.0	10	128	10	4	100	None	None	False	False	False	1.0	1.0
1	test	0.001620319119467757	1.0	True	False	-0.022058823529411797	0.0	0.022058823529411797	0.0	0.4889705882352941	0.0	0.9779411764705882	0.5	0.0	0.5055762081784386	0.0	-0.5055762081784386	-0.1056050015713145	0.0	1.0225563909774436	0.4889705882352941	1.0	1.0	0.0	1.0	0.4944237918215614	0.4726393544550173	0.4599178669528579	0.0008018016815185547	0.0069484710693359375	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	8	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	False	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		1.8358230590820312e-05	9.5367431640625e-07	9.5367431640625e-07	1.5335865020751953	0.537327766418457	7.152557373046875e-06	1.1682510375976562e-05	Walklets SkipGram	378	['Degree']		100	10	1	4096	False	0.01	0.9	0.999	False	True	42	100	30	0.01	0.9		False		f32			6.0	10	128	10	4	100	None	None	False	False	False	1.0	1.0
0	train	0.001620319119467757	1.0	True	False	-0.02083333333333337	0.0	0.02083333333333337	0.0	0.4895833333333333	0.0	0.9791666666666666	0.5	0.0	0.5052631578947369	0.0	-0.5052631578947369	-0.1025978352085155	0.0	1.021276595744681	0.4895833333333333	1.0	1.0	0.0	1.0	0.49473684210526314	0.4730173453419358	0.4617188111168896	0.0013289451599121094	0.00650334358215332	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	9	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	False	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		1.8358230590820312e-05	9.5367431640625e-07	9.5367431640625e-07	1.5553209781646729	0.5420875549316406	5.7220458984375e-06	7.3909759521484375e-06	Walklets SkipGram	420	['Degree']		100	10	1	4096	False	0.01	0.9	0.999	False	True	42	100	30	0.01	0.9		False		f32			6.0	10	128	10	4	100	None	None	False	False	False	1.0	1.0
1	test	0.001620319119467757	1.0	True	False	-0.01930147058823528	0.0	0.01930147058823528	0.0	0.49034926470588236	0.0	0.9806985294117647	0.5	0.0	0.5048723897911833	0.0	-0.5048723897911833	-0.09871565013900573	0.0	1.0196813495782568	0.49034926470588236	1.0	1.0	0.0	1.0	0.4951276102088167	0.46401755785034604	0.46163617825625647	0.0013289451599121094	0.00650334358215332	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	9	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	False	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		1.8358230590820312e-05	9.5367431640625e-07	9.5367431640625e-07	1.5553209781646729	0.5420875549316406	5.7220458984375e-06	7.3909759521484375e-06	Walklets SkipGram	420	['Degree']		100	10	1	4096	False	0.01	0.9	0.999	False	True	42	100	30	0.01	0.9		False		f32			6.0	10	128	10	4	100	None	None	False	False	False	1.0	1.0
0	train	0.001620319119467757	1.0	True	False	-0.02083333333333337	0.0	0.02083333333333337	0.0	0.4895833333333333	0.0	0.9791666666666666	0.5	0.0	0.5052631578947369	0.0	-0.5052631578947369	-0.1025978352085155	0.0	1.021276595744681	0.4895833333333333	1.0	1.0	0.0	1.0	0.49473684210526314	0.4730173453419358	0.4617188111168896	0.00080108642578125	0.005159616470336914	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	9	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	False	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		1.8358230590820312e-05	9.5367431640625e-07	9.5367431640625e-07	1.5553209781646729	0.5420875549316406	5.7220458984375e-06	7.3909759521484375e-06	Walklets SkipGram	420	['Degree']		100	10	1	4096	False	0.01	0.9	0.999	False	True	42	100	30	0.01	0.9		False		f32			6.0	10	128	10	4	100	None	None	False	False	False	1.0	1.0
1	test	0.001620319119467757	1.0	True	False	-0.01930147058823528	0.0	0.01930147058823528	0.0	0.49034926470588236	0.0	0.9806985294117647	0.5	0.0	0.5048723897911833	0.0	-0.5048723897911833	-0.09871565013900573	0.0	1.0196813495782568	0.49034926470588236	1.0	1.0	0.0	1.0	0.4951276102088167	0.46401755785034604	0.46163617825625647	0.00080108642578125	0.005159616470336914	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	9	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	False	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		1.8358230590820312e-05	9.5367431640625e-07	9.5367431640625e-07	1.5553209781646729	0.5420875549316406	5.7220458984375e-06	7.3909759521484375e-06	Walklets SkipGram	420	['Degree']		100	10	1	4096	False	0.01	0.9	0.999	False	True	42	100	30	0.01	0.9		False		f32			6.0	10	128	10	4	100	None	None	False	False	False	1.0	1.0
0	train	0.001620319119467757	1.0	False	False	0.0		0.0		0.5	0.0	1.0	0.5	0.0	0.5	0.0				1.0	0.5		1.0			0.5	0.5916265115880911	0.7061776389952035	0.0008375644683837891	0.007391214370727539	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	0	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	False	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		1.5497207641601562e-05	1.430511474609375e-06	1.1920928955078125e-06	0.9274725914001465	0.06935906410217285	3.0994415283203125e-06	2.6226043701171875e-06	First-order LINE	42	['Degree']		100	10	1	4096	False	0.01	0.9	0.999	False	True	42	100	100	0.05	0.9	False	True	None	f32	False														
1	test	0.001620319119467757	1.0	False	False	0.0		0.0		0.5	0.0	1.0	0.5	0.0	0.5	0.0				1.0	0.5		1.0			0.5	0.5741156871756056	0.6812818401951245	0.0008375644683837891	0.007391214370727539	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	0	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	False	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		1.5497207641601562e-05	1.430511474609375e-06	1.1920928955078125e-06	0.9274725914001465	0.06935906410217285	3.0994415283203125e-06	2.6226043701171875e-06	First-order LINE	42	['Degree']		100	10	1	4096	False	0.01	0.9	0.999	False	True	42	100	100	0.05	0.9	False	True	None	f32	False														
0	train	0.001620319119467757	1.0	False	False	0.0		0.0		0.5	0.0	1.0	0.5	0.0	0.5	0.0				1.0	0.5		1.0			0.5	0.5916265115880911	0.7061776389952035	0.0008213520050048828	0.006237983703613281	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	0	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	False	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		1.5497207641601562e-05	1.430511474609375e-06	1.1920928955078125e-06	0.9274725914001465	0.06935906410217285	3.0994415283203125e-06	2.6226043701171875e-06	First-order LINE	42	['Degree']		100	10	1	4096	False	0.01	0.9	0.999	False	True	42	100	100	0.05	0.9	False	True	None	f32	False														
1	test	0.001620319119467757	1.0	False	False	0.0		0.0		0.5	0.0	1.0	0.5	0.0	0.5	0.0				1.0	0.5		1.0			0.5	0.5741156871756056	0.6812818401951245	0.0008213520050048828	0.006237983703613281	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	0	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	False	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		1.5497207641601562e-05	1.430511474609375e-06	1.1920928955078125e-06	0.9274725914001465	0.06935906410217285	3.0994415283203125e-06	2.6226043701171875e-06	First-order LINE	42	['Degree']		100	10	1	4096	False	0.01	0.9	0.999	False	True	42	100	100	0.05	0.9	False	True	None	f32	False														
0	train	0.001620319119467757	1.0	False	False	0.0		0.0		0.5	0.0	1.0	0.5	0.0	0.5	0.0				1.0	0.5		1.0			0.5	0.5946245321811322	0.7062566012469255	0.0007913112640380859	0.0060269832611083984	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	1	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	False	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		1.5497207641601562e-05	1.430511474609375e-06	1.1920928955078125e-06	1.1016724109649658	0.07760262489318848	3.0994415283203125e-06	8.821487426757812e-06	First-order LINE	84	['Degree']		100	10	1	4096	False	0.01	0.9	0.999	False	True	42	100	100	0.05	0.9	False	True	None	f32	False														
1	test	0.001620319119467757	1.0	False	False	-0.0009191176470588758	0.0	0.0009191176470588758	0.0	0.49954044117647056	0.0	0.9990808823529411	0.5	0.0	0.5002298850574712	0.0	-0.5002298850574712	-0.021442250696756506	0.0	1.000919963201472	0.49954044117647056	1.0	1.0	0.0	1.0	0.49977011494252876	0.5661300078395328	0.6791550077845558	0.0007913112640380859	0.0060269832611083984	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	1	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	False	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		1.5497207641601562e-05	1.430511474609375e-06	1.1920928955078125e-06	1.1016724109649658	0.07760262489318848	3.0994415283203125e-06	8.821487426757812e-06	First-order LINE	84	['Degree']		100	10	1	4096	False	0.01	0.9	0.999	False	True	42	100	100	0.05	0.9	False	True	None	f32	False														
0	train	0.001620319119467757	1.0	False	False	0.0		0.0		0.5	0.0	1.0	0.5	0.0	0.5	0.0				1.0	0.5		1.0			0.5	0.5946245321811322	0.7062566012469255	0.0006496906280517578	0.004710197448730469	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	1	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	False	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		1.5497207641601562e-05	1.430511474609375e-06	1.1920928955078125e-06	1.1016724109649658	0.07760262489318848	3.0994415283203125e-06	8.821487426757812e-06	First-order LINE	84	['Degree']		100	10	1	4096	False	0.01	0.9	0.999	False	True	42	100	100	0.05	0.9	False	True	None	f32	False														
1	test	0.001620319119467757	1.0	False	False	-0.0009191176470588758	0.0	0.0009191176470588758	0.0	0.49954044117647056	0.0	0.9990808823529411	0.5	0.0	0.5002298850574712	0.0	-0.5002298850574712	-0.021442250696756506	0.0	1.000919963201472	0.49954044117647056	1.0	1.0	0.0	1.0	0.49977011494252876	0.5661300078395328	0.6791550077845558	0.0006496906280517578	0.004710197448730469	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	1	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	False	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		1.5497207641601562e-05	1.430511474609375e-06	1.1920928955078125e-06	1.1016724109649658	0.07760262489318848	3.0994415283203125e-06	8.821487426757812e-06	First-order LINE	84	['Degree']		100	10	1	4096	False	0.01	0.9	0.999	False	True	42	100	100	0.05	0.9	False	True	None	f32	False														
0	train	0.001620319119467757	1.0	False	False	0.0		0.0		0.5	0.0	1.0	0.5	0.0	0.5	0.0				1.0	0.5		1.0			0.5	0.5898919961673394	0.7043110655023099	0.0009329319000244141	0.008278608322143555	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	2	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	False	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		1.5497207641601562e-05	1.430511474609375e-06	1.1920928955078125e-06	0.9360120296478271	0.0685725212097168	2.86102294921875e-06	6.9141387939453125e-06	First-order LINE	126	['Degree']		100	10	1	4096	False	0.01	0.9	0.999	False	True	42	100	100	0.05	0.9	False	True	None	f32	False														
1	test	0.001620319119467757	1.0	False	False	0.0		0.0		0.5	0.0	1.0	0.5	0.0	0.5	0.0				1.0	0.5		1.0			0.5	0.5779594236591695	0.6915492036083507	0.0009329319000244141	0.008278608322143555	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	2	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	False	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		1.5497207641601562e-05	1.430511474609375e-06	1.1920928955078125e-06	0.9360120296478271	0.0685725212097168	2.86102294921875e-06	6.9141387939453125e-06	First-order LINE	126	['Degree']		100	10	1	4096	False	0.01	0.9	0.999	False	True	42	100	100	0.05	0.9	False	True	None	f32	False														
0	train	0.001620319119467757	1.0	False	False	0.0		0.0		0.5	0.0	1.0	0.5	0.0	0.5	0.0				1.0	0.5		1.0			0.5	0.5898919961673394	0.7043110655023099	0.0007183551788330078	0.006453752517700195	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	2	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	False	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		1.5497207641601562e-05	1.430511474609375e-06	1.1920928955078125e-06	0.9360120296478271	0.0685725212097168	2.86102294921875e-06	6.9141387939453125e-06	First-order LINE	126	['Degree']		100	10	1	4096	False	0.01	0.9	0.999	False	True	42	100	100	0.05	0.9	False	True	None	f32	False														
1	test	0.001620319119467757	1.0	False	False	0.0		0.0		0.5	0.0	1.0	0.5	0.0	0.5	0.0				1.0	0.5		1.0			0.5	0.5779594236591695	0.6915492036083507	0.0007183551788330078	0.006453752517700195	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	2	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	False	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		1.5497207641601562e-05	1.430511474609375e-06	1.1920928955078125e-06	0.9360120296478271	0.0685725212097168	2.86102294921875e-06	6.9141387939453125e-06	First-order LINE	126	['Degree']		100	10	1	4096	False	0.01	0.9	0.999	False	True	42	100	100	0.05	0.9	False	True	None	f32	False														
0	train	0.001620319119467757	1.0	False	False	-0.00030637254901966227	0.0	0.00030637254901966227	0.0	0.49984681372549017	0.0	0.9996936274509803	0.5	0.0	0.5000766048720698	0.0	-0.5000766048720698	-0.012377792377470002	0.0	1.0003064664419246	0.49984681372549017	1.0	1.0	0.0	1.0	0.49992339512793016	0.5974528464112361	0.7079655473158462	0.0007283687591552734	0.006839275360107422	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	3	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	False	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		1.5497207641601562e-05	1.430511474609375e-06	1.1920928955078125e-06	1.2802259922027588	0.07854866981506348	4.291534423828125e-06	9.298324584960938e-06	First-order LINE	168	['Degree']		100	10	1	4096	False	0.01	0.9	0.999	False	True	42	100	100	0.05	0.9	False	True	None	f32	False														
1	test	0.001620319119467757	1.0	False	False	0.0		0.0		0.5	0.0	1.0	0.5	0.0	0.5	0.0				1.0	0.5		1.0			0.5	0.5669806985294118	0.6948464358760956	0.0007283687591552734	0.006839275360107422	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	3	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	False	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		1.5497207641601562e-05	1.430511474609375e-06	1.1920928955078125e-06	1.2802259922027588	0.07854866981506348	4.291534423828125e-06	9.298324584960938e-06	First-order LINE	168	['Degree']		100	10	1	4096	False	0.01	0.9	0.999	False	True	42	100	100	0.05	0.9	False	True	None	f32	False														
0	train	0.001620319119467757	1.0	False	False	-0.00030637254901966227	0.0	0.00030637254901966227	0.0	0.49984681372549017	0.0	0.9996936274509803	0.5	0.0	0.5000766048720698	0.0	-0.5000766048720698	-0.012377792377470002	0.0	1.0003064664419246	0.49984681372549017	1.0	1.0	0.0	1.0	0.49992339512793016	0.5974528464112361	0.7079655473158462	0.0007114410400390625	0.005226850509643555	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	3	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	False	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		1.5497207641601562e-05	1.430511474609375e-06	1.1920928955078125e-06	1.2802259922027588	0.07854866981506348	4.291534423828125e-06	9.298324584960938e-06	First-order LINE	168	['Degree']		100	10	1	4096	False	0.01	0.9	0.999	False	True	42	100	100	0.05	0.9	False	True	None	f32	False														
1	test	0.001620319119467757	1.0	False	False	0.0		0.0		0.5	0.0	1.0	0.5	0.0	0.5	0.0				1.0	0.5		1.0			0.5	0.5669806985294118	0.6948464358760956	0.0007114410400390625	0.005226850509643555	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	3	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	False	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		1.5497207641601562e-05	1.430511474609375e-06	1.1920928955078125e-06	1.2802259922027588	0.07854866981506348	4.291534423828125e-06	9.298324584960938e-06	First-order LINE	168	['Degree']		100	10	1	4096	False	0.01	0.9	0.999	False	True	42	100	100	0.05	0.9	False	True	None	f32	False														
