	evaluation_mode	train_size	validation_unbalance_rate	use_scale_free_distribution	validation_sample_only_edges_with_heterogeneous_node_types	f1_score	specificity	diagnostic_odds_ratio	fall_out	prevalence_threshold	miss_rate	recall	negative_predictive_value	negative_likelyhood_ratio	balanced_accuracy	precision	false_discovery_rate	positive_likelyhood_ratio	matthews_correlation_coefficient	false_omission_rate	fowlkes_mallows_index	prevalence	accuracy	informedness	markedness	threat_score	auroc	auprc	time_required_for_training	time_required_for_evaluation	task_name	model_name	library_name	graph_name	nodes_number	edges_number	evaluation_schema	holdout_number	holdouts_kwargs	use_subgraph_as_support	number_of_threads	python_version	platform	number_of_holdouts	number_of_slurm_nodes	time_required_to_compute_constant_node_features	time_required_to_compute_constant_node_type_features	time_required_to_compute_constant_edge_features	time_required_for_setting_up_holdout	time_required_to_compute_node_features	time_required_to_compute_node_type_features	time_required_to_compute_edge_features	features_names	('model_parameters', 'random_state')	('model_parameters', 'edge_features')	('model_parameters', 'edge_embeddings')	('model_parameters', 'cooccurrence_iterations')	('model_parameters', 'cooccurrence_window_size')	('model_parameters', 'number_of_epochs')	('model_parameters', 'number_of_edges_per_mini_batch')	('model_parameters', 'sample_only_edges_with_heterogeneous_node_types')	('model_parameters', 'learning_rate')	('model_parameters', 'first_order_decay_factor')	('model_parameters', 'second_order_decay_factor')	('model_parameters', 'avoid_false_negatives')	('model_parameters', 'use_scale_free_distribution')
0	train	0.001620319119467757	1.0	True	False	0.536322869955157	1.0	inf	0.0	0.0	0.633578431372549	0.36642156862745096	0.6121530382595649	0.633578431372549	0.6832107843137255	1.0	0.0	inf	0.47360962460567646	0.3878469617404351	0.6053276539424338	0.5	0.6832107843137255	0.366421568627451	0.612153038259565	0.36642156862745096	0.999961985023789	0.9996530520403593	3.8455183506011963	0.006573200225830078	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	9	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	True	48	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		2.193450927734375e-05	5.245208740234375e-06	3.0994415283203125e-06	1.094743013381958	1.1682510375976562e-05	5.4836273193359375e-06	2.384185791015625e-06		420	['PreferentialAttachment']		100	10	1000	16	False	0.001	0.9	0.999	False	False
1	test	0.001620319119467757	1.0	True	False	0.0	1.0		0.0		1.0	0.0	0.5	1.0	0.5					0.5		0.5	0.5	0.0		0.0	1.0	0.9990808823529411	3.8455183506011963	0.006573200225830078	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	9	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	True	48	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		2.193450927734375e-05	5.245208740234375e-06	3.0994415283203125e-06	1.094743013381958	1.1682510375976562e-05	5.4836273193359375e-06	2.384185791015625e-06		420	['PreferentialAttachment']		100	10	1000	16	False	0.001	0.9	0.999	False	False
0	train	0.001620319119467757	1.0	False	False	0.9990817263544536	0.9981617647058824	inf	0.0018382352941176405	0.04111198449241467	0.0	1.0	1.0	0.0	0.9990808823529411	0.998165137614679	0.0018348623853210455	544.0000000000019	0.998163451158856	0.0	0.9990821475808078	0.5	0.9990808823529411	0.9981617647058822	0.998165137614679	0.998165137614679	0.9994670394199346	0.9990055439962179	8.268235206604004	0.0475313663482666	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	0	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	True	48	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		8.58306884765625e-06	5.0067901611328125e-06	1.1920928955078125e-06	1.266580581665039	4.363059997558594e-05	1.049041748046875e-05	5.9604644775390625e-06		42	['Degree']		100	10	1000	16	False	0.001	0.9	0.999	False	False
1	test	0.001620319119467757	1.0	False	False	0.8113413304252999	0.9981617647058824	1174.3953488372135	0.0018382352941176405	0.04929191784901854	0.3161764705882353	0.6838235294117647	0.7594405594405594	0.3167587476979742	0.8409926470588236	0.9973190348525469	0.002680965147453085	372.0000000000013	0.718400246722073	0.24055944055944056	0.8258269929969614	0.5	0.8409926470588235	0.6819852941176472	0.7567595942931065	0.6825688073394496	0.9919298429390139	0.9911187365338968	8.268235206604004	0.0475313663482666	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	0	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	True	48	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		8.58306884765625e-06	5.0067901611328125e-06	1.1920928955078125e-06	1.266580581665039	4.363059997558594e-05	1.049041748046875e-05	5.9604644775390625e-06		42	['Degree']		100	10	1000	16	False	0.001	0.9	0.999	False	False
0	train	0.001620319119467757	1.0	False	False	0.0	1.0		0.0		1.0	0.0	0.5	1.0	0.5					0.5		0.5	0.5	0.0		0.0	1.0	0.9996936274509803	8.262952089309692	0.015004634857177734	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	0	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	True	48	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		8.58306884765625e-06	5.0067901611328125e-06	1.1920928955078125e-06	1.266580581665039	4.363059997558594e-05	1.049041748046875e-05	5.9604644775390625e-06		42	['AdamicAdar']		100	10	1000	16	False	0.001	0.9	0.999	False	False
1	test	0.001620319119467757	1.0	False	False	0.0	1.0		0.0		1.0	0.0	0.5	1.0	0.5					0.5		0.5	0.5	0.0		0.0	1.0	0.9990808823529411	8.262952089309692	0.015004634857177734	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	0	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	True	48	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		8.58306884765625e-06	5.0067901611328125e-06	1.1920928955078125e-06	1.266580581665039	4.363059997558594e-05	1.049041748046875e-05	5.9604644775390625e-06		42	['AdamicAdar']		100	10	1000	16	False	0.001	0.9	0.999	False	False
0	train	0.001620319119467757	1.0	False	False	0.0	1.0		0.0		1.0	0.0	0.5	1.0	0.5					0.5		0.5	0.5	0.0		0.0	1.0	0.9996936274509803	8.848185062408447	0.011667966842651367	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	0	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	True	48	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		8.58306884765625e-06	5.0067901611328125e-06	1.1920928955078125e-06	1.266580581665039	4.363059997558594e-05	1.049041748046875e-05	5.9604644775390625e-06		42	['JaccardCoefficient']		100	10	1000	16	False	0.001	0.9	0.999	False	False
1	test	0.001620319119467757	1.0	False	False	0.0	1.0		0.0		1.0	0.0	0.5	1.0	0.5					0.5		0.5	0.5	0.0		0.0	1.0	0.9990808823529411	8.848185062408447	0.011667966842651367	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	0	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	True	48	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		8.58306884765625e-06	5.0067901611328125e-06	1.1920928955078125e-06	1.266580581665039	4.363059997558594e-05	1.049041748046875e-05	5.9604644775390625e-06		42	['JaccardCoefficient']		100	10	1000	16	False	0.001	0.9	0.999	False	False
0	train	0.001620319119467757	1.0	False	False	0.0	1.0		0.0		1.0	0.0	0.5	1.0	0.5					0.5		0.5	0.5	0.0		0.0	1.0	0.9996936274509803	9.183656215667725	0.016923904418945312	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	0	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	True	48	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		8.58306884765625e-06	5.0067901611328125e-06	1.1920928955078125e-06	1.266580581665039	4.363059997558594e-05	1.049041748046875e-05	5.9604644775390625e-06		42	['ResourceAllocationIndex']		100	10	1000	16	False	0.001	0.9	0.999	False	False
1	test	0.001620319119467757	1.0	False	False	0.0	1.0		0.0		1.0	0.0	0.5	1.0	0.5					0.5		0.5	0.5	0.0		0.0	1.0	0.9990808823529411	9.183656215667725	0.016923904418945312	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	0	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	True	48	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		8.58306884765625e-06	5.0067901611328125e-06	1.1920928955078125e-06	1.266580581665039	4.363059997558594e-05	1.049041748046875e-05	5.9604644775390625e-06		42	['ResourceAllocationIndex']		100	10	1000	16	False	0.001	0.9	0.999	False	False
0	train	0.001620319119467757	1.0	False	False	0.5150136487716106	1.0	inf	0.0	0.0	0.6531862745098039	0.34681372549019607	0.6048925129725723	0.6531862745098039	0.673406862745098	1.0	0.0	inf	0.458022953513407	0.3951074870274277	0.5889089280102621	0.5	0.6734068627450981	0.34681372549019596	0.6048925129725724	0.34681372549019607	0.999815181510717	0.9994733332457079	9.149534940719604	0.014259576797485352	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	0	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	True	48	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		8.58306884765625e-06	5.0067901611328125e-06	1.1920928955078125e-06	1.266580581665039	4.363059997558594e-05	1.049041748046875e-05	5.9604644775390625e-06		42	['PreferentialAttachment']		100	10	1000	16	False	0.001	0.9	0.999	False	False
1	test	0.001620319119467757	1.0	False	False	0.0	1.0		0.0		1.0	0.0	0.5	1.0	0.5					0.5		0.5	0.5	0.0		0.0	0.9981617647058824	0.9883802415992929	9.149534940719604	0.014259576797485352	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	0	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	True	48	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		8.58306884765625e-06	5.0067901611328125e-06	1.1920928955078125e-06	1.266580581665039	4.363059997558594e-05	1.049041748046875e-05	5.9604644775390625e-06		42	['PreferentialAttachment']		100	10	1000	16	False	0.001	0.9	0.999	False	False
0	train	0.001620319119467757	1.0	False	False	0.9984704802691955	0.9969362745098039	inf	0.0030637254901960675	0.05244789079599851	0.0	1.0	1.0	0.0	0.998468137254902	0.9969456322541234	0.0030543677458766405	326.40000000000117	0.9969409533709841	0.0	0.9984716481974455	0.5	0.9984681372549019	0.996936274509804	0.9969456322541235	0.9969456322541234	0.9995098414672241	0.9991289263944524	9.03928828239441	0.02042984962463379	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	1	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	True	48	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		8.58306884765625e-06	5.0067901611328125e-06	1.1920928955078125e-06	1.473494291305542	4.76837158203125e-05	2.2172927856445312e-05	7.62939453125e-06		84	['Degree']		100	10	1000	16	False	0.001	0.9	0.999	False	False
1	test	0.001620319119467757	1.0	False	False	0.8030803080308031	1.0	inf	0.0	0.0	0.3290441176470589	0.6709558823529411	0.7524204702627939	0.3290441176470589	0.8354779411764706	1.0	0.0	inf	0.7105215975081882	0.2475795297372061	0.8191189671549189	0.5	0.8354779411764706	0.6709558823529411	0.7524204702627939	0.6709558823529411	0.991730475508218	0.992189117738463	9.03928828239441	0.02042984962463379	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	1	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	True	48	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		8.58306884765625e-06	5.0067901611328125e-06	1.1920928955078125e-06	1.473494291305542	4.76837158203125e-05	2.2172927856445312e-05	7.62939453125e-06		84	['Degree']		100	10	1000	16	False	0.001	0.9	0.999	False	False
0	train	0.001620319119467757	1.0	False	False	0.0	1.0		0.0		1.0	0.0	0.5	1.0	0.5					0.5		0.5	0.5	0.0		0.0	1.0	0.9996936274509803	8.944449663162231	0.04602956771850586	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	1	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	True	48	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		8.58306884765625e-06	5.0067901611328125e-06	1.1920928955078125e-06	1.473494291305542	4.76837158203125e-05	2.2172927856445312e-05	7.62939453125e-06		84	['AdamicAdar']		100	10	1000	16	False	0.001	0.9	0.999	False	False
1	test	0.001620319119467757	1.0	False	False	0.0	1.0		0.0		1.0	0.0	0.5	1.0	0.5					0.5		0.5	0.5	0.0		0.0	1.0	0.9990808823529411	8.944449663162231	0.04602956771850586	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	1	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	True	48	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		8.58306884765625e-06	5.0067901611328125e-06	1.1920928955078125e-06	1.473494291305542	4.76837158203125e-05	2.2172927856445312e-05	7.62939453125e-06		84	['AdamicAdar']		100	10	1000	16	False	0.001	0.9	0.999	False	False
0	train	0.001620319119467757	1.0	False	False	0.0	1.0		0.0		1.0	0.0	0.5	1.0	0.5					0.5		0.5	0.5	0.0		0.0	1.0	0.9996936274509803	8.019944906234741	0.0259554386138916	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	1	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	True	48	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		8.58306884765625e-06	5.0067901611328125e-06	1.1920928955078125e-06	1.473494291305542	4.76837158203125e-05	2.2172927856445312e-05	7.62939453125e-06		84	['JaccardCoefficient']		100	10	1000	16	False	0.001	0.9	0.999	False	False
1	test	0.001620319119467757	1.0	False	False	0.0	1.0		0.0		1.0	0.0	0.5	1.0	0.5					0.5		0.5	0.5	0.0		0.0	1.0	0.9990808823529411	8.019944906234741	0.0259554386138916	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	1	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	True	48	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		8.58306884765625e-06	5.0067901611328125e-06	1.1920928955078125e-06	1.473494291305542	4.76837158203125e-05	2.2172927856445312e-05	7.62939453125e-06		84	['JaccardCoefficient']		100	10	1000	16	False	0.001	0.9	0.999	False	False
0	train	0.001620319119467757	1.0	False	False	0.0	1.0		0.0		1.0	0.0	0.5	1.0	0.5					0.5		0.5	0.5	0.0		0.0	1.0	0.9996936274509803	8.483371496200562	0.01643204689025879	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	1	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	True	48	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		8.58306884765625e-06	5.0067901611328125e-06	1.1920928955078125e-06	1.473494291305542	4.76837158203125e-05	2.2172927856445312e-05	7.62939453125e-06		84	['ResourceAllocationIndex']		100	10	1000	16	False	0.001	0.9	0.999	False	False
1	test	0.001620319119467757	1.0	False	False	0.0	1.0		0.0		1.0	0.0	0.5	1.0	0.5					0.5		0.5	0.5	0.0		0.0	1.0	0.9990808823529411	8.483371496200562	0.01643204689025879	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	1	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	True	48	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		8.58306884765625e-06	5.0067901611328125e-06	1.1920928955078125e-06	1.473494291305542	4.76837158203125e-05	2.2172927856445312e-05	7.62939453125e-06		84	['ResourceAllocationIndex']		100	10	1000	16	False	0.001	0.9	0.999	False	False
0	train	0.001620319119467757	1.0	False	False	0.5250790781744239	1.0	inf	0.0	0.0	0.6439950980392157	0.3560049019607843	0.6082743197912784	0.6439950980392157	0.6780024509803921	1.0	0.0	inf	0.46534786942948053	0.39172568020872156	0.5966614634453815	0.5	0.6780024509803921	0.35600490196078427	0.6082743197912786	0.3560049019607843	1.0	0.9996936274509803	9.243779182434082	0.014185428619384766	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	1	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	True	48	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		8.58306884765625e-06	5.0067901611328125e-06	1.1920928955078125e-06	1.473494291305542	4.76837158203125e-05	2.2172927856445312e-05	7.62939453125e-06		84	['PreferentialAttachment']		100	10	1000	16	False	0.001	0.9	0.999	False	False
1	test	0.001620319119467757	1.0	False	False	0.0	1.0		0.0		1.0	0.0	0.5	1.0	0.5					0.5		0.5	0.5	0.0		0.0	1.0	0.9990808823529411	9.243779182434082	0.014185428619384766	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	1	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	True	48	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		8.58306884765625e-06	5.0067901611328125e-06	1.1920928955078125e-06	1.473494291305542	4.76837158203125e-05	2.2172927856445312e-05	7.62939453125e-06		84	['PreferentialAttachment']		100	10	1000	16	False	0.001	0.9	0.999	False	False
0	train	0.001620319119467757	1.0	False	False	0.9990817263544536	0.9981617647058824	inf	0.0018382352941176405	0.04111198449241467	0.0	1.0	1.0	0.0	0.9990808823529411	0.998165137614679	0.0018348623853210455	544.0000000000019	0.998163451158856	0.0	0.9990821475808078	0.5	0.9990808823529411	0.9981617647058822	0.998165137614679	0.998165137614679	0.9994035872621108	0.9989141543702493	9.456567525863647	0.023695707321166992	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	2	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	True	48	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		8.58306884765625e-06	5.0067901611328125e-06	1.1920928955078125e-06	1.38177490234375	3.62396240234375e-05	1.1205673217773438e-05	2.86102294921875e-06		126	['Degree']		100	10	1000	16	False	0.001	0.9	0.999	False	False
1	test	0.001620319119467757	1.0	False	False	0.7821229050279329	0.9981617647058824	979.6391752577355	0.0018382352941176405	0.050740077174411674	0.3566176470588235	0.6433823529411765	0.7367706919945726	0.3572744014732965	0.8207720588235294	0.9971509971509972	0.002849002849002802	350.00000000000125	0.6861801093626466	0.26322930800542743	0.8009677613890892	0.5	0.8207720588235294	0.6415441176470589	0.7339216891455698	0.6422018348623854	0.9873080666089965	0.9872012860714802	9.456567525863647	0.023695707321166992	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	2	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	True	48	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		8.58306884765625e-06	5.0067901611328125e-06	1.1920928955078125e-06	1.38177490234375	3.62396240234375e-05	1.1205673217773438e-05	2.86102294921875e-06		126	['Degree']		100	10	1000	16	False	0.001	0.9	0.999	False	False
0	train	0.001620319119467757	1.0	False	False	0.0	1.0		0.0		1.0	0.0	0.5	1.0	0.5					0.5		0.5	0.5	0.0		0.0	1.0	0.9996936274509803	9.142863273620605	0.02013850212097168	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	2	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	True	48	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		8.58306884765625e-06	5.0067901611328125e-06	1.1920928955078125e-06	1.38177490234375	3.62396240234375e-05	1.1205673217773438e-05	2.86102294921875e-06		126	['AdamicAdar']		100	10	1000	16	False	0.001	0.9	0.999	False	False
1	test	0.001620319119467757	1.0	False	False	0.0	1.0		0.0		1.0	0.0	0.5	1.0	0.5					0.5		0.5	0.5	0.0		0.0	1.0	0.9990808823529411	9.142863273620605	0.02013850212097168	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	2	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	True	48	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		8.58306884765625e-06	5.0067901611328125e-06	1.1920928955078125e-06	1.38177490234375	3.62396240234375e-05	1.1205673217773438e-05	2.86102294921875e-06		126	['AdamicAdar']		100	10	1000	16	False	0.001	0.9	0.999	False	False
0	train	0.001620319119467757	1.0	False	False	0.0	1.0		0.0		1.0	0.0	0.5	1.0	0.5					0.5		0.5	0.5	0.0		0.0	1.0	0.9996936274509803	8.9140305519104	0.013436079025268555	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	2	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	True	48	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		8.58306884765625e-06	5.0067901611328125e-06	1.1920928955078125e-06	1.38177490234375	3.62396240234375e-05	1.1205673217773438e-05	2.86102294921875e-06		126	['JaccardCoefficient']		100	10	1000	16	False	0.001	0.9	0.999	False	False
1	test	0.001620319119467757	1.0	False	False	0.0	1.0		0.0		1.0	0.0	0.5	1.0	0.5					0.5		0.5	0.5	0.0		0.0	1.0	0.9990808823529411	8.9140305519104	0.013436079025268555	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	2	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	True	48	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		8.58306884765625e-06	5.0067901611328125e-06	1.1920928955078125e-06	1.38177490234375	3.62396240234375e-05	1.1205673217773438e-05	2.86102294921875e-06		126	['JaccardCoefficient']		100	10	1000	16	False	0.001	0.9	0.999	False	False
0	train	0.001620319119467757	1.0	False	False	0.0	1.0		0.0		1.0	0.0	0.5	1.0	0.5					0.5		0.5	0.5	0.0		0.0	1.0	0.9996936274509803	8.087134599685669	0.016688823699951172	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	2	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	True	48	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		8.58306884765625e-06	5.0067901611328125e-06	1.1920928955078125e-06	1.38177490234375	3.62396240234375e-05	1.1205673217773438e-05	2.86102294921875e-06		126	['ResourceAllocationIndex']		100	10	1000	16	False	0.001	0.9	0.999	False	False
1	test	0.001620319119467757	1.0	False	False	0.0	1.0		0.0		1.0	0.0	0.5	1.0	0.5					0.5		0.5	0.5	0.0		0.0	1.0	0.9990808823529411	8.087134599685669	0.016688823699951172	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	2	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	True	48	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		8.58306884765625e-06	5.0067901611328125e-06	1.1920928955078125e-06	1.38177490234375	3.62396240234375e-05	1.1205673217773438e-05	2.86102294921875e-06		126	['ResourceAllocationIndex']		100	10	1000	16	False	0.001	0.9	0.999	False	False
0	train	0.001620319119467757	1.0	False	False	0.5759162303664922	1.0	inf	0.0	0.0	0.5955882352941176	0.40441176470588236	0.6267281105990783	0.5955882352941176	0.7022058823529411	1.0	0.0	inf	0.5034443575988876	0.37327188940092165	0.6359337738364604	0.5	0.7022058823529411	0.40441176470588225	0.6267281105990783	0.40441176470588236	1.0	0.9996936274509803	7.896674633026123	0.015716075897216797	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	2	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	True	48	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		8.58306884765625e-06	5.0067901611328125e-06	1.1920928955078125e-06	1.38177490234375	3.62396240234375e-05	1.1205673217773438e-05	2.86102294921875e-06		126	['PreferentialAttachment']		100	10	1000	16	False	0.001	0.9	0.999	False	False
1	test	0.001620319119467757	1.0	False	False	0.0	1.0		0.0		1.0	0.0	0.5	1.0	0.5					0.5		0.5	0.5	0.0		0.0	1.0	0.9990808823529411	7.896674633026123	0.015716075897216797	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	2	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	True	48	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		8.58306884765625e-06	5.0067901611328125e-06	1.1920928955078125e-06	1.38177490234375	3.62396240234375e-05	1.1205673217773438e-05	2.86102294921875e-06		126	['PreferentialAttachment']		100	10	1000	16	False	0.001	0.9	0.999	False	False
0	train	0.001620319119467757	1.0	False	False	0.9975550122249389	0.9950980392156863	inf	0.004901960784313708	0.06543279239943683	0.0	1.0	1.0	0.0	0.9975490196078431	0.9951219512195122	0.004878048780487809	204.00000000000074	0.995109995145775	0.0	0.9975579939128913	0.5	0.9975490196078431	0.9950980392156863	0.9951219512195122	0.9951219512195122	0.9986168180507498	0.9959072417928404	8.280616521835327	0.016991138458251953	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	3	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	True	48	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		8.58306884765625e-06	5.0067901611328125e-06	1.1920928955078125e-06	1.4105689525604248	1.621246337890625e-05	8.344650268554688e-06	3.337860107421875e-06		168	['Degree']		100	10	1000	16	False	0.001	0.9	0.999	False	False
