,features_names,evaluation_negative_sampling_method,model_negative_examples,accuracy,fall_out,informedness,miss_rate,balanced_accuracy,threat_score,false_discovery_rate,fowlkes_mallows_index,precision,recall,specificity,f1_score,auroc,auprc
249,Walklets CBOW,DANS,DANS,0.6309328968903437,0.1800327332242226,0.2618657937806874,0.5581014729950899,0.6309328968903437,0.3744798890429958,0.2894736842105263,0.5603396580160946,0.7105263157894737,0.44189852700491,0.8199672667757774,0.544904137235116,0.7141200200363762,0.6914619662206605
254,DeepWalk CBOW,DANS,UNS,0.7131952017448201,0.5381679389312977,0.4263904034896402,0.0354416575790621,0.7131952017448201,0.6270825948245303,0.3581277213352685,0.7868438607213021,0.6418722786647315,0.964558342420938,0.4618320610687023,0.7708061002178649,0.842937652888788,0.791001816477145
255,DeepWalk CBOW,DANS,UNS,0.6153846153846154,0.5531914893617021,0.2307692307692308,0.2160392798690671,0.6153846153846154,0.5047418335089568,0.4137086903304773,0.6779597018518334,0.5862913096695227,0.7839607201309329,0.4468085106382978,0.6708683473389355,0.6340113468034212,0.574579615501713
256,Walklets GloVe,DANS,DANS,0.5272628135223555,0.5125408942202836,0.0545256270447109,0.4329334787350054,0.5272628135223555,0.3749098774333093,0.4747474747474747,0.5457592163954753,0.5252525252525253,0.5670665212649946,0.4874591057797164,0.5453592029365496,0.5380481252579116,0.5099922141136224
257,Walklets GloVe,DANS,DANS,0.5171849427168577,0.5155482815057283,0.0343698854337151,0.4500818330605565,0.5171849427168576,0.3628509719222462,0.4838709677419355,0.532755789573031,0.5161290322580645,0.5499181669394435,0.4844517184942717,0.5324881141045958,0.5143482418615615,0.4964738946690953
260,First-order LINE,DANS,DANS,0.6960196292257361,0.2540894220283533,0.3920392584514722,0.3538713195201745,0.6960196292257361,0.5152173913043478,0.2822531798909752,0.6809969205478354,0.7177468201090248,0.6461286804798255,0.7459105779716467,0.6800573888091822,0.7604297356726036,0.7507048081789696
261,First-order LINE,DANS,DANS,0.6317512274959084,0.2438625204582651,0.2635024549918165,0.4926350245499181,0.6317512274959083,0.4078947368421052,0.3246187363834423,0.5853757752369498,0.6753812636165577,0.5073649754500819,0.7561374795417348,0.5794392523364486,0.6777625689420097,0.6831015598562963
264,DeepWalk GloVe,DANS,DANS,0.8402399127589967,0.1194111232279171,0.6804798255179936,0.2001090512540894,0.8402399127589968,0.7145640526059425,0.1298932384341636,0.8342604647345628,0.8701067615658363,0.7998909487459106,0.8805888767720829,0.8335227272727272,0.9218419434669736,0.9136900185115449
265,DeepWalk GloVe,DANS,DANS,0.5638297872340425,0.1211129296235679,0.127659574468085,0.7512274959083469,0.5638297872340425,0.2218978102189781,0.327433628318584,0.4090428100468498,0.672566371681416,0.248772504091653,0.8788870703764321,0.3632019115890084,0.6036011903964684,0.6149289910379926
266,DeepWalk GloVe,DANS,DANS,0.836423118865867,0.1221374045801526,0.6728462377317339,0.2050163576881134,0.836423118865867,0.7084548104956269,0.1331747919143876,0.8301276174008784,0.8668252080856124,0.7949836423118866,0.8778625954198473,0.8293515358361775,0.922002487843223,0.9128267674157142
267,DeepWalk GloVe,DANS,DANS,0.5695581014729951,0.1014729950900164,0.1391162029459902,0.7594108019639935,0.5695581014729951,0.2184249628528974,0.2966507177033493,0.411361446622009,0.7033492822966507,0.2405891980360065,0.8985270049099836,0.3585365853658536,0.5913248919830387,0.6067628656965922
270,Second-order LINE,DANS,UNS,0.6379498364231189,0.6919302071973827,0.2758996728462377,0.0321701199563795,0.6379498364231189,0.5720270705768611,0.4168856767411301,0.7512359586250841,0.5831143232588699,0.9678298800436204,0.3080697928026172,0.7277572775727758,0.7485931555770143,0.7077286593845644
271,Second-order LINE,DANS,UNS,0.618657937806874,0.7119476268412439,0.2373158756137479,0.0507364975450082,0.618657937806874,0.5544933078393881,0.4285714285714286,0.7365027407397328,0.5714285714285714,0.9492635024549918,0.2880523731587561,0.7134071340713407,0.7091859284637082,0.6702380378479492
274,Walklets SkipGram,UNS,UNS,0.9959105779716468,0.0076335877862595,0.9918211559432932,0.0005452562704471,0.9959105779716466,0.9918831168831168,0.0075798592311857,0.995931231292674,0.9924201407688142,0.9994547437295528,0.9923664122137404,0.9959250203748982,0.9995229750894588,0.9992062513907484
275,Walklets SkipGram,UNS,UNS,0.8780687397708674,0.0016366612111292,0.756137479541735,0.2422258592471358,0.8780687397708675,0.7565359477124183,0.0021551724137931,0.8695636876208825,0.9978448275862069,0.7577741407528642,0.9983633387888708,0.8613953488372093,0.9515001834882044,0.9634434924482468
276,DeepWalk CBOW,DANS,DANS,0.7047437295528899,0.2360959651035986,0.4094874591057797,0.3544165757906216,0.7047437295528899,0.5222761358623732,0.2677798392084106,0.6875385070517693,0.7322201607915894,0.6455834242093784,0.7639040348964014,0.6861779194436395,0.7601930070437358,0.7560607905795412
277,DeepWalk CBOW,DANS,DANS,0.563011456628478,0.2733224222585925,0.1260229132569557,0.6006546644844517,0.5630114566284778,0.313624678663239,0.4063260340632603,0.4869095697497159,0.5936739659367397,0.3993453355155483,0.7266775777414075,0.4774951076320939,0.5677533543518848,0.5875299540071972
282,Second-order LINE,UNS,UNS,0.957742639040349,0.0512540894220283,0.915485278080698,0.0332606324972737,0.957742639040349,0.9196058091286308,0.0503481521156936,0.9581575166805664,0.9496518478843065,0.9667393675027264,0.9487459105779716,0.9581194271818428,0.9882127724348874,0.98789996659451
283,Second-order LINE,UNS,UNS,0.9484451718494272,0.0490998363338789,0.8968903436988542,0.0540098199672667,0.9484451718494272,0.9017160686427456,0.0493421052631578,0.9483211655297188,0.950657894736842,0.9459901800327332,0.9509001636661212,0.948318293683347,0.9896416220893012,0.9888891292646808
284,DeepWalk CBOW,UNS,DANS,0.7568157033805889,0.1608505997818975,0.5136314067611778,0.3255179934569248,0.7568157033805889,0.5810239549084077,0.1925587467362924,0.7379733034920443,0.8074412532637075,0.6744820065430752,0.8391494002181025,0.7349970291146761,0.8039795531871626,0.8116144595171992
285,DeepWalk CBOW,UNS,DANS,0.6260229132569558,0.1489361702127659,0.2520458265139116,0.5990180032733224,0.6260229132569558,0.349002849002849,0.2708333333333333,0.5407242420555377,0.7291666666666666,0.4009819967266775,0.851063829787234,0.5174234424498416,0.633978533219401,0.6633279697499103
288,Degree,DANS,DANS,0.6357688113413305,0.3282442748091603,0.2715376226826609,0.4002181025081788,0.6357688113413305,0.451559934318555,0.3537015276145711,0.6226059139723923,0.6462984723854289,0.5997818974918212,0.6717557251908397,0.6221719457013575,0.7011747388775451,0.6252127088727307
289,Degree,DANS,DANS,0.6243862520458265,0.3109656301145662,0.248772504091653,0.4402618657937807,0.6243862520458265,0.4269662921348314,0.3571428571428571,0.5998596983495376,0.6428571428571429,0.5597381342062193,0.6890343698854338,0.5984251968503937,0.6863202177214783,0.6136483814182855
290,Degree,DANS,DANS,0.662350054525627,0.579062159214831,0.3247001090512542,0.0962377317339149,0.6623500545256271,0.5723411602209945,0.3905129619415334,0.74218015871788,0.6094870380584666,0.9037622682660852,0.420937840785169,0.728011419786977,0.6567232714424853,0.5575543833214407
291,Degree,DANS,DANS,0.6509819967266776,0.5793780687397709,0.3019639934533551,0.1186579378068739,0.6509819967266776,0.5580310880829016,0.3966386554621849,0.7292240613436828,0.6033613445378151,0.881342062193126,0.4206219312602291,0.7163285666777519,0.637137342930079,0.5468265313899007
292,AdamicAdar,DANS,DANS,0.4880043620501635,0.944929116684842,-0.0239912758996728,0.0790621592148309,0.4880043620501635,0.4735071488645921,0.5064289888953828,0.6742019142963322,0.4935710111046172,0.920937840785169,0.0550708833151581,0.6426940639269406,0.8347381461762492,0.8233729735579045
293,AdamicAdar,DANS,DANS,0.4713584288052373,0.9525368248772504,-0.0572831423895253,0.1047463175122749,0.4713584288052373,0.4585079631181894,0.5155004428697962,0.6585970032459052,0.4844995571302037,0.8952536824877251,0.0474631751227495,0.628735632183908,0.7920958103080191,0.7776603065482496
294,AdamicAdar,DANS,DANS,0.4956379498364231,0.1248636859323881,-0.0087241003271536,0.8838604143947655,0.4956379498364232,0.103247697527872,0.5180995475113122,0.2365749751241901,0.4819004524886878,0.1161395856052344,0.8751363140676118,0.1871704745166959,0.832409212155231,0.7283045878906861
295,AdamicAdar,DANS,DANS,0.5081833060556464,0.1292962356792144,0.0163666121112928,0.8543371522094927,0.5081833060556464,0.1289855072463768,0.4702380952380952,0.2777888185268489,0.5297619047619048,0.1456628477905073,0.8707037643207856,0.2284980744544287,0.8267898135920562,0.7343428878190675
296,JaccardCoefficient,DANS,DANS,0.492639040348964,0.9214830970556162,-0.014721919302072,0.0932388222464558,0.492639040348964,0.4719069239500567,0.5040262451535937,0.6706189276178945,0.4959737548464062,0.906761177753544,0.0785169029443838,0.6412184306921149,0.8369975852936594,0.8238537700464367
297,JaccardCoefficient,DANS,DANS,0.4885433715220949,0.9083469721767594,-0.0229132569558101,0.1145662847790507,0.4885433715220949,0.4639794168096054,0.5063868613138687,0.6611064326330027,0.4936131386861314,0.8854337152209493,0.0916530278232405,0.6338605741066198,0.7978234548819917,0.7797468850174661
298,JaccardCoefficient,DANS,DANS,0.4956379498364231,0.1248636859323881,-0.0087241003271536,0.8838604143947655,0.4956379498364232,0.103247697527872,0.5180995475113122,0.2365749751241901,0.4819004524886878,0.1161395856052344,0.8751363140676118,0.1871704745166959,0.8301187790540725,0.7142499173740281
299,JaccardCoefficient,DANS,DANS,0.5081833060556464,0.1292962356792144,0.0163666121112928,0.8543371522094927,0.5081833060556464,0.1289855072463768,0.4702380952380952,0.2777888185268489,0.5297619047619048,0.1456628477905073,0.8707037643207856,0.2284980744544287,0.8211056972417838,0.7050039355385788
300,ResourceAllocationIndex,DANS,DANS,0.4937295528898582,0.9574700109051254,-0.0125408942202834,0.055070883315158,0.4937295528898582,0.4827298050139276,0.5032960733734595,0.6850912367277145,0.4967039266265405,0.944929116684842,0.0425299890948745,0.6511365771181664,0.8348959404867944,0.8234601856880523
301,ResourceAllocationIndex,DANS,DANS,0.4852700490998363,0.9607201309328968,-0.0294599018003273,0.0687397708674304,0.4852700490998363,0.4749582637729549,0.5077854671280277,0.6770375312083767,0.4922145328719723,0.9312602291325696,0.0392798690671031,0.644029428409734,0.7922377792837799,0.7776970223865541
302,ResourceAllocationIndex,DANS,DANS,0.4956379498364231,0.1248636859323881,-0.0087241003271536,0.8838604143947655,0.4956379498364232,0.103247697527872,0.5180995475113122,0.2365749751241901,0.4819004524886878,0.1161395856052344,0.8751363140676118,0.1871704745166959,0.8323183113347897,0.7276124337801315
303,ResourceAllocationIndex,DANS,DANS,0.5081833060556464,0.1292962356792144,0.0163666121112928,0.8543371522094927,0.5081833060556464,0.1289855072463768,0.4702380952380952,0.2777888185268489,0.5297619047619048,0.1456628477905073,0.8707037643207856,0.2284980744544287,0.8267750809624961,0.7359403367075326
304,PreferentialAttachment,DANS,DANS,0.5163576881134133,0.9296619411123228,0.0327153762268266,0.0376226826608505,0.5163576881134133,0.49872845436564,0.4913544668587896,0.6996491432575184,0.5086455331412104,0.9623773173391494,0.0703380588876772,0.6655354449472096,0.2651019486519624,0.3613114050861233
305,PreferentialAttachment,DANS,DANS,0.5188216039279869,0.9263502454991815,0.0376432078559738,0.0360065466448444,0.5188216039279869,0.5004248088360238,0.49004329004329,0.7011383101020813,0.5099567099567099,0.9639934533551556,0.0736497545008183,0.6670441676104191,0.6259037128905152,0.5874921654111352
306,PreferentialAttachment,DANS,DANS,0.6725736095965104,0.3200654307524536,0.3451472191930207,0.3347873500545256,0.6725736095965104,0.5039239983477901,0.3248478140564471,0.6701639909216179,0.6751521859435529,0.6652126499454744,0.6799345692475464,0.6701455644053831,0.7280821993152485,0.6091974435864725
307,PreferentialAttachment,DANS,DANS,0.4459901800327332,0.3027823240589198,-0.1080196399345335,0.8052373158756138,0.4459901800327332,0.1494974874371859,0.6085526315789473,0.2761147228365625,0.3914473684210526,0.1947626841243862,0.6972176759410802,0.2601092896174863,0.3407463014403154,0.4128380973473367
310,Walklets CBOW,DANS,UNS,0.8203380588876772,0.3587786259541985,0.6406761177753544,0.0005452562704471,0.8203380588876772,0.735553772070626,0.2641509433962264,0.8575825501323809,0.7358490566037735,0.9994547437295528,0.6412213740458015,0.8476300578034682,0.9984979438427664,0.9964049632862384
311,Walklets CBOW,DANS,UNS,0.6472995090016367,0.3387888707037643,0.2945990180032733,0.3666121112929623,0.6472995090016367,0.4731051344743276,0.3484848484848485,0.6423875826001212,0.6515151515151515,0.6333878887070377,0.6612111292962357,0.6423236514522822,0.6397838589310539,0.5927032003742874
314,Walklets GloVe,DANS,UNS,0.52453653217012,0.4929116684841875,0.0490730643402399,0.4580152671755725,0.52453653217012,0.3630387143900657,0.476290832455216,0.532768592589187,0.523709167544784,0.5419847328244275,0.5070883315158125,0.5326902465166131,0.5353691153053495,0.5186239904252296
315,Walklets GloVe,DANS,UNS,0.5032733224222586,0.486088379705401,0.006546644844517,0.5073649754500819,0.5032733224222585,0.3314977973568282,0.4966555183946488,0.49796096338239,0.5033444816053512,0.4926350245499181,0.513911620294599,0.4979321753515301,0.5080774989888058,0.495830154651367
316,Degree,UNS,DANS,0.7998909487459106,0.0,0.5997818974918212,0.4002181025081788,0.7998909487459106,0.5997818974918212,0.0,0.7744558718815561,1.0,0.5997818974918212,1.0,0.7498295841854125,0.999450953098447,0.9991643910348608
317,Degree,UNS,DANS,0.7798690671031097,0.0,0.5597381342062193,0.4402618657937807,0.7798690671031097,0.5597381342062193,0.0,0.7481564904525118,1.0,0.5597381342062193,1.0,0.7177334732423925,0.9973153130951647,0.9972802248461766
318,Degree,UNS,DANS,0.9513358778625954,0.0010905125408942,0.9026717557251908,0.0962377317339149,0.9513358778625954,0.9027777777777778,0.0012051822838203,0.9500910851026788,0.9987948177161796,0.9037622682660852,0.9989094874591058,0.948905109489051,0.9994456759453388,0.999159226890546
319,Degree,UNS,DANS,0.9402618657937808,0.0008183306055646,0.8805237315875614,0.1186579378068739,0.9402618657937808,0.8806214227309894,0.0009276437847866,0.9383626648086876,0.9990723562152134,0.881342062193126,0.9991816693944352,0.9365217391304348,0.9973287063947648,0.9972930023299365
320,AdamicAdar,UNS,DANS,0.4604689203925845,1.0,-0.0790621592148309,0.0790621592148309,0.4604689203925845,0.4604689203925845,0.5205790519443656,0.6644673752183282,0.4794209480556344,0.920937840785169,0.0,0.6305768153817435,0.8298160488483022,0.822396372848217
321,AdamicAdar,UNS,DANS,0.4476268412438625,1.0,-0.1047463175122749,0.1047463175122749,0.4476268412438625,0.4476268412438625,0.5276338514680483,0.6502980347162164,0.4723661485319516,0.8952536824877251,0.0,0.6184284906726965,0.78697622153589,0.7784680957487767
322,AdamicAdar,UNS,DANS,0.5572519083969466,0.0016357688113413,0.1145038167938932,0.8838604143947655,0.5572519083969466,0.1159499183451279,0.0138888888888888,0.3384176942849793,0.9861111111111112,0.1161395856052344,0.9983642311886588,0.2078048780487804,0.997559874133209,0.9951870453037328
323,AdamicAdar,UNS,DANS,0.5720130932896891,0.0016366612111292,0.1440261865793781,0.8543371522094927,0.5720130932896891,0.1454248366013072,0.011111111111111,0.3795317795704941,0.9888888888888888,0.1456628477905073,0.9983633387888708,0.2539229671897289,0.9971438788602838,0.993984523718404
324,JaccardCoefficient,UNS,DANS,0.4541984732824427,0.9983642311886588,-0.0916030534351145,0.0932388222464558,0.4541984732824427,0.4537517053206003,0.5240412135088723,0.6569482093748659,0.4759587864911276,0.906761177753544,0.0016357688113413,0.6242492492492493,0.8300561221516752,0.8230935117236412
325,JaccardCoefficient,UNS,DANS,0.4435351882160392,0.9983633387888708,-0.1129296235679214,0.1145662847790507,0.4435351882160392,0.4430794430794431,0.5299739357080799,0.6451177600691795,0.47002606429192,0.8854337152209493,0.0016366612111292,0.6140749148694665,0.78695412259155,0.7788143214643956
326,JaccardCoefficient,UNS,DANS,0.5572519083969466,0.0016357688113413,0.1145038167938932,0.8838604143947655,0.5572519083969466,0.1159499183451279,0.0138888888888888,0.3384176942849793,0.9861111111111112,0.1161395856052344,0.9983642311886588,0.2078048780487804,0.9973723493826177,0.9884812851246432
327,JaccardCoefficient,UNS,DANS,0.5720130932896891,0.0016366612111292,0.1440261865793781,0.8543371522094927,0.5720130932896891,0.1454248366013072,0.011111111111111,0.3795317795704941,0.9888888888888888,0.1456628477905073,0.9983633387888708,0.2539229671897289,0.9969068174573624,0.9874139854697692
328,ResourceAllocationIndex,UNS,DANS,0.4724645583424209,1.0,-0.055070883315158,0.055070883315158,0.4724645583424209,0.4724645583424209,0.5141575553686571,0.6775593494694756,0.4858424446313428,0.944929116684842,0.0,0.6417330124051102,0.8298205084143091,0.8224321624340557
329,ResourceAllocationIndex,UNS,DANS,0.4656301145662848,1.0,-0.0687397708674304,0.0687397708674304,0.4656301145662848,0.4656301145662848,0.5177966101694915,0.6701170340336537,0.4822033898305085,0.9312602291325696,0.0,0.6353992183137912,0.7869755518709101,0.7784679292858906
330,ResourceAllocationIndex,UNS,DANS,0.5572519083969466,0.0016357688113413,0.1145038167938932,0.8838604143947655,0.5572519083969466,0.1159499183451279,0.0138888888888888,0.3384176942849793,0.9861111111111112,0.1161395856052344,0.9983642311886588,0.2078048780487804,0.9975586849156072,0.995176718993364
331,ResourceAllocationIndex,UNS,DANS,0.5720130932896891,0.0016366612111292,0.1440261865793781,0.8543371522094927,0.5720130932896891,0.1454248366013072,0.011111111111111,0.3795317795704941,0.9888888888888888,0.1456628477905073,0.9983633387888708,0.2539229671897289,0.9971438788602838,0.993984523718404
332,PreferentialAttachment,UNS,DANS,0.4811886586695747,1.0,-0.0376226826608505,0.0376226826608505,0.4811886586695747,0.4811886586695747,0.5095859961100306,0.6869958613042585,0.4904140038899694,0.9623773173391494,0.0,0.6497331124608872,3.337241895184739e-05,0.3068529681261076
333,PreferentialAttachment,UNS,DANS,0.4819967266775777,1.0,-0.0360065466448444,0.0360065466448444,0.4819967266775777,0.4819967266775777,0.5091666666666667,0.6878663533142337,0.4908333333333333,0.9639934533551556,0.0,0.650469353948095,0.463914432887515,0.5178431091124156
334,PreferentialAttachment,UNS,DANS,0.8326063249727372,0.0,0.6652126499454742,0.3347873500545256,0.8326063249727371,0.6652126499454744,0.0,0.8156056951404118,1.0,0.6652126499454744,1.0,0.7989521938441388,0.9999735399083588,0.9997008470958588
335,PreferentialAttachment,UNS,DANS,0.5973813420621932,0.0,0.1947626841243863,0.8052373158756138,0.5973813420621932,0.1947626841243862,0.0,0.4413192541963088,1.0,0.1947626841243862,1.0,0.3260273972602739,0.9933575930633424,0.9916359212915618
336,Second-order LINE,UNS,DANS,0.6624863685932388,0.3533260632497274,0.3249727371864777,0.3217011995637949,0.6624863685932388,0.5012087026591459,0.3424947145877378,0.6678211185456792,0.6575052854122622,0.678298800436205,0.6466739367502726,0.667740203972088,0.7253097614548413,0.7233882460905627
337,Second-order LINE,UNS,DANS,0.5556464811783961,0.3551554828150572,0.1112929623567922,0.5335515548281506,0.5556464811783961,0.3442028985507246,0.4322709163346613,0.514603097886649,0.5677290836653387,0.4664484451718494,0.6448445171849427,0.5121293800539084,0.6101130126620254,0.6316032118312037
340,Degree,DANS,DANS,0.6401308615049073,0.3124318429661941,0.2802617230098145,0.4073064340239912,0.6401308615049073,0.4515995014540922,0.3451807228915663,0.6229824816310887,0.6548192771084337,0.5926935659760088,0.6875681570338059,0.6222095020034345,0.719069936697947,0.6447490428212496
341,Degree,DANS,DANS,0.632569558101473,0.3158756137479541,0.2651391162029459,0.4189852700490998,0.632569558101473,0.4415422885572139,0.3521897810218978,0.6135040989585934,0.6478102189781022,0.5810147299509002,0.6841243862520459,0.6125970664365833,0.6881216165176886,0.6129965376749485
342,Degree,DANS,DANS,0.6772082878953108,0.5550708833151581,0.3544165757906217,0.0905125408942202,0.6772082878953108,0.5848527349228612,0.3790022338049144,0.7515249034377594,0.6209977661950856,0.9094874591057798,0.4449291166848418,0.7380530973451327,0.6680856510193379,0.5633910964096641
343,Degree,DANS,DANS,0.6534369885433715,0.5671031096563011,0.306873977086743,0.1260229132569558,0.6534369885433715,0.5577023498694517,0.393526405451448,0.728041225034768,0.606473594548552,0.8739770867430442,0.4328968903436989,0.7160576600737513,0.6423493454694486,0.5453714580274619
344,AdamicAdar,DANS,DANS,0.4825517993456925,0.9541984732824428,-0.034896401308615,0.0806979280261722,0.4825517993456925,0.4704241071428571,0.5093131548311991,0.6716319181322308,0.4906868451688009,0.9193020719738276,0.0458015267175572,0.6398481973434536,0.823547905847264,0.8071007962433908
345,AdamicAdar,DANS,DANS,0.4828150572831424,0.9509001636661212,-0.0343698854337152,0.0834697217675941,0.4828150572831424,0.4697986577181208,0.50920245398773,0.6706942756594899,0.4907975460122699,0.9165302782324058,0.0490998363338788,0.639269406392694,0.8313435354560821,0.8201647642246354
346,AdamicAdar,DANS,DANS,0.4923664122137404,0.1368593238822246,-0.0152671755725191,0.8784078516902945,0.4923664122137404,0.1069544364508393,0.5295358649789029,0.2391751343260469,0.4704641350210971,0.1215921483097055,0.8631406761177753,0.1932409012131715,0.8132396933483492,0.7241334357700543
347,AdamicAdar,DANS,DANS,0.4885433715220949,0.1407528641571195,-0.0229132569558101,0.8821603927986906,0.4885433715220949,0.103299856527977,0.5443037974683544,0.2317305795734723,0.4556962025316455,0.1178396072013093,0.8592471358428805,0.1872561768530559,0.8092506181007766,0.7148203162774379
348,JaccardCoefficient,DANS,DANS,0.4888222464558342,0.9176663031624864,-0.0223555070883314,0.1046892039258451,0.4888222464558343,0.4668751777082741,0.5061654135338346,0.6649326557915273,0.4938345864661654,0.8953107960741549,0.0823336968375136,0.6365574723783679,0.8266225536307408,0.8081129973866078
349,JaccardCoefficient,DANS,DANS,0.5016366612111293,0.9067103109656302,0.0032733224222585,0.0900163666121113,0.5016366612111293,0.4772532188841201,0.4990990990990991,0.6751382241949189,0.5009009009009009,0.9099836333878888,0.0932896890343698,0.6461359674607786,0.8351874124413039,0.8217000205441994
350,JaccardCoefficient,DANS,DANS,0.492639040348964,0.1363140676117775,-0.014721919302072,0.8784078516902945,0.492639040348964,0.1070057581573896,0.5285412262156448,0.239427828674737,0.4714587737843552,0.1215921483097055,0.8636859323882224,0.1933246640658864,0.8100595768288086,0.6962588657427291
351,JaccardCoefficient,DANS,DANS,0.4885433715220949,0.1407528641571195,-0.0229132569558101,0.8821603927986906,0.4885433715220949,0.103299856527977,0.5443037974683544,0.2317305795734723,0.4556962025316455,0.1178396072013093,0.8592471358428805,0.1872561768530559,0.8054871009131551,0.6883683712093249
352,ResourceAllocationIndex,DANS,DANS,0.4896401308615049,0.9689203925845148,-0.0207197382769901,0.0517993456924754,0.4896401308615049,0.4815840487399612,0.5054038680318544,0.684818498545539,0.4945961319681456,0.9482006543075244,0.0310796074154852,0.6500934579439253,0.8237268830963421,0.8072924187258367
353,ResourceAllocationIndex,DANS,DANS,0.4934533551554828,0.9639934533551556,-0.0130932896890344,0.0490998363338789,0.4934533551554828,0.4841666666666667,0.5034188034188034,0.6871674767497208,0.4965811965811966,0.9509001636661212,0.0360065466448445,0.652442448062886,0.8314794774470228,0.8202000754685113
354,ResourceAllocationIndex,DANS,DANS,0.4923664122137404,0.1368593238822246,-0.0152671755725191,0.8784078516902945,0.4923664122137404,0.1069544364508393,0.5295358649789029,0.2391751343260469,0.4704641350210971,0.1215921483097055,0.8631406761177753,0.1932409012131715,0.8130709731010871,0.7216215959233911
355,ResourceAllocationIndex,DANS,DANS,0.4885433715220949,0.1407528641571195,-0.0229132569558101,0.8821603927986906,0.4885433715220949,0.103299856527977,0.5443037974683544,0.2317305795734723,0.4556962025316455,0.1178396072013093,0.8592471358428805,0.1872561768530559,0.8091595436634961,0.7120119809081141
356,PreferentialAttachment,DANS,DANS,0.520174482006543,0.9242093784078516,0.040348964013086,0.0354416575790621,0.520174482006543,0.5012751487673562,0.4893187066974596,0.7018417925524806,0.5106812933025404,0.964558342420938,0.0757906215921483,0.6677991694979237,0.2627458112783019,0.3608691514626463
357,PreferentialAttachment,DANS,DANS,0.5171849427168577,0.9328968903436988,0.0343698854337151,0.0327332242225859,0.5171849427168576,0.5004233700254022,0.4909560723514211,0.7016988518058955,0.5090439276485789,0.967266775777414,0.0671031096563011,0.6670428893905191,0.6291274801042535,0.5940275660792723
358,PreferentialAttachment,DANS,DANS,0.6772082878953108,0.3162486368593239,0.3544165757906214,0.3293347873500545,0.6772082878953107,0.5095277547638773,0.3204419889502762,0.6750969693226574,0.6795580110497238,0.6706652126499455,0.6837513631406761,0.6750823271130626,0.731949683608657,0.6108386762654189
359,PreferentialAttachment,DANS,DANS,0.4435351882160392,0.3256955810147299,-0.1129296235679214,0.7872340425531915,0.4435351882160392,0.1604938271604938,0.6048632218844985,0.2899511250507433,0.3951367781155015,0.2127659574468085,0.67430441898527,0.2765957446808511,0.3218577310143281,0.406727529535059
362,DeepWalk SkipGram,DANS,UNS,0.7273718647764449,0.5310796074154853,0.4547437295528898,0.0141766630316249,0.7273718647764449,0.6438746438746439,0.3501078360891445,0.8004241761067676,0.6498921639108555,0.9858233369683752,0.4689203925845147,0.7833622183708839,0.8151853276710719,0.7343975970196449
363,DeepWalk SkipGram,DANS,UNS,0.6636661211129297,0.530278232405892,0.3273322422258591,0.1423895253682487,0.6636661211129296,0.560427807486631,0.3820754716981132,0.727968782300163,0.6179245283018868,0.8576104746317512,0.469721767594108,0.7183002056202878,0.7097497863768714,0.6354437110683154
364,Degree,UNS,DANS,0.7960741548527808,0.0005452562704471,0.5921483097055615,0.4073064340239912,0.7960741548527808,0.5923705722070844,0.0009191176470588,0.7695120602435169,0.9990808823529412,0.5926935659760088,0.9994547437295528,0.7440109514031485,0.9990559842024334,0.9984346059690448
365,Degree,UNS,DANS,0.7896890343698855,0.0016366612111292,0.5793780687397709,0.4189852700490998,0.7896890343698855,0.5800653594771242,0.0028089887640448,0.7611719031222339,0.9971910112359552,0.5810147299509002,0.9983633387888708,0.734229576008273,0.9964193013519196,0.9960443879284868
366,Degree,UNS,DANS,0.953380588876772,0.0027262813522355,0.9067611777535444,0.0905125408942202,0.953380588876772,0.9070146818923328,0.0029886431560072,0.9522443623543532,0.9970113568439928,0.9094874591057798,0.9972737186477644,0.951240376390077,0.9988997507399906,0.9960592196822462
367,Degree,UNS,DANS,0.9361702127659576,0.0016366612111292,0.8723404255319149,0.1260229132569558,0.9361702127659576,0.8725490196078431,0.0018691588785046,0.933993300142859,0.9981308411214952,0.8739770867430442,0.9983633387888708,0.9319371727748692,0.9956712855692554,0.9900741186187504
368,AdamicAdar,UNS,DANS,0.4596510359869138,1.0,-0.0806979280261722,0.0806979280261722,0.4596510359869138,0.4596510359869138,0.5210227272727272,0.6635697395500755,0.4789772727272727,0.9193020719738276,0.0,0.6298094882330968,0.8187845690691637,0.8058737708168884
369,AdamicAdar,UNS,DANS,0.4582651391162029,1.0,-0.0834697217675941,0.0834697217675941,0.4582651391162029,0.4582651391162029,0.5217762596071733,0.6620472323328443,0.4782237403928266,0.9165302782324058,0.0,0.6285072951739619,0.8266364603116353,0.8189529138034114
370,AdamicAdar,UNS,DANS,0.5602508178844057,0.0010905125408942,0.1205016357688113,0.8784078516902945,0.5602508178844057,0.1214596949891067,0.0088888888888888,0.3471474171207663,0.9911111111111112,0.1215921483097055,0.9989094874591058,0.2166100048567265,0.998117245557975,0.9964057078004938
371,AdamicAdar,UNS,DANS,0.55810147299509,0.0016366612111292,0.1162029459901801,0.8821603927986906,0.55810147299509,0.1176470588235294,0.0136986301369863,0.3409184154702864,0.9863013698630136,0.1178396072013093,0.9983633387888708,0.2105263157894736,0.9967467675271416,0.9933237316609947
